,year,state,county,policies_prem,acres_insured,liabilities,premium,subsidy,indemnity,loss_ratio,net_benefit,farmer_premium,benefit_by_pol,benefit_by_acre
11544,2017,Wisconsin,Price,34,7325,4007217,342039,212422,434652,1.270767,305035,129617,8971.617647,41.64300341
11545,2017,Wisconsin,Racine,351,61502,25210547,2009822,1427869,1093672,0.544163,511719,581953,1457.888889,8.320363565
11546,2017,Wisconsin,Richland,340,49809,22078871,2236399,1383881,1498488,0.670045,645970,852518,1899.911765,12.96894136
11547,2017,Wisconsin,Rock,1059,221766,108791939,8684423,5476468,2704481,0.311417,-503474,3207955,-475.4239849,-2.270293913
11548,2017,Wisconsin,Rusk,182,36705,11178912,1818204,1210975,2442739,1.34349,1835510,607229,10085.21978,50.0070835
11549,2017,Wisconsin,Sauk,617,86530,37386026,4002273,2626612,1862789,0.465432,487128,1375661,789.5105348,5.629585115
11550,2017,Wisconsin,Sawyer,48,12759,4584678,732796,529089,358640,0.489413,154933,203707,3227.770833,12.14303629
11551,2017,Wisconsin,Shawano,601,93282,31180178,4923731,3271187,2069169,0.420244,416625,1652544,693.2196339,4.466295748
11552,2017,Wisconsin,Sheboygan,431,63297,22440319,2129922,1478528,868529,0.407775,217135,651394,503.7935035,3.430415344
11553,2017,Wisconsin,St Croix,860,155083,66042603,7140606,4745759,969970,0.135838,-1424877,2394847,-1656.833721,-9.187834901
11554,2017,Wisconsin,Taylor,293,59576,17480472,2910521,2062492,2713178,0.932196,1865149,848029,6365.696246,31.30705318
11555,2017,Wisconsin,Trempealeau,511,96494,39176784,3450196,2219444,1696289,0.49165,465537,1230752,911.0313112,4.824517587
11556,2017,Wisconsin,Vernon,440,68442,29972119,2938779,1924664,1969779,0.670271,955664,1014115,2171.963636,13.96312206
11557,2017,Wisconsin,Vilas,8,829,3742509,72962,40787,332136,4.552177,299961,32175,37495.125,361.8347407
11558,2017,Wisconsin,Walworth,615,140448,65328912,4663428,3170496,1713520,0.367437,220588,1492932,358.6796748,1.570602643
11559,2017,Wisconsin,Washburn,117,20332,6827139,1045528,706532,171966,0.164477,-167030,338996,-1427.606838,-8.215128861
11560,2017,Wisconsin,Washington,278,42976,16356302,1542748,1008071,837921,0.543135,303244,534677,1090.805755,7.056124348
11561,2017,Wisconsin,Waukesha,186,35812,12740996,1338574,812651,705497,0.527051,179574,525923,965.4516129,5.014352731
11562,2017,Wisconsin,Waupaca,420,61195,20855869,2308209,1566230,607140,0.263035,-134839,741979,-321.0452381,-2.203431653
11563,2017,Wisconsin,Waushara,266,56993,54008867,3667051,2318167,1863573,0.508193,514689,1348884,1934.921053,9.030740617
11564,2017,Wisconsin,Winnebago,524,70278,23411611,2340140,1607315,567027,0.242304,-165798,732825,-316.4083969,-2.359173568
11565,2017,Wisconsin,Wood,459,57388,43274814,2958466,2017035,3171535,1.07202,2230104,941431,4858.614379,38.86011013
11566,2017,Wyoming,Albany,8,223227,3861868,625268,321160,339388,0.542788,35280,304108,4410,0.158045398
11567,2017,Wyoming,Big Horn,237,40851,19830094,1964551,1116693,1381826,0.70338,533968,847858,2253.029536,13.07111209
11568,2017,Wyoming,Campbell,90,69759,1755409,357459,238382,235954,0.660086,116877,119077,1298.633333,1.675439728
11569,2017,Wyoming,Carbon,8,199743,2704090,497308,253771,250735,0.504184,7198,243537,899.75,0.036036307
11570,2017,Wyoming,Converse,16,109466,1558284,264010,142962,166182,0.629453,45134,121048,2820.875,0.412310672
11571,2017,Wyoming,Crook,105,52567,2462612,645796,417802,809325,1.25322,581331,227994,5536.485714,11.05885822
11572,2017,Wyoming,Fremont,62,8322,3328480,295412,165118,115380,0.390573,-14914,130294,-240.5483871,-1.79211728
11573,2017,Wyoming,Goshen,466,204048,18347688,2726297,1592395,1037745,0.380642,-96157,1133902,-206.3454936,-0.471246961
11574,2017,Wyoming,Hot Springs,6,2570,147258,13280,7352,22405,1.687123,16477,5928,2746.166667,6.411284047
11575,2017,Wyoming,Johnson,9,24929,421442,58211,31812,42785,0.734998,16386,26399,1820.666667,0.657306751
11576,2017,Wyoming,Laramie,417,300562,20643377,3234783,1974466,2483108,0.767627,1222791,1260317,2932.352518,4.068348627
11577,2017,Wyoming,Lincoln,11,95268,1433622,233713,133248,212018,0.907172,111553,100465,10141.18182,1.170938825
11578,2017,Wyoming,Natrona,8,64026,1168613,175870,99614,80570,0.458122,4314,76256,539.25,0.067378877
11579,2017,Wyoming,Niobrara,76,439302,7258688,1221641,659249,335937,0.274988,-226455,562392,-2979.671053,-0.515488206
11580,2017,Wyoming,Park,304,299223,24818181,2389950,1295739,1159724,0.48525,65513,1094211,215.5032895,0.218943731
11581,2017,Wyoming,Platte,140,120995,9345486,1348225,782500,1168499,0.866694,602774,565725,4305.528571,4.981809166
11582,2017,Wyoming,Sheridan,17,11541,1371471,191511,111657,7929,0.041402,-71925,79854,-4230.882353,-6.232128932
11583,2017,Wyoming,Sublette,0,0,0,0,0,0,0,0,0,0,0
11584,2017,Wyoming,Sweetwater,4,29955,468598,98973,50475,114977,1.1617,66479,48498,16619.75,2.21929561
11585,2017,Wyoming,Teton,2,820,223570,21562,10350,0,0,-11212,11212,-5606,-13.67317073
11586,2017,Wyoming,Uinta,2,59524,1109984,209605,108964,265648,1.267374,165007,100641,82503.5,2.772108729
11587,2017,Wyoming,Washakie,47,13711,4451429,174536,110613,12361,0.070822,-51562,63923,-1097.06383,-3.760630151
11588,2017,Wyoming,Weston,37,100428,1413828,281268,159768,159190,0.565972,37690,121500,1018.648649,0.375293743
11589,2018,Alabama,Autauga,44,10674,4120968,449899,329862,28616,0.063605,-91421,120037,-2077.75,-8.564830429
11590,2018,Alabama,Baldwin,226,57504,24173678,2760545,1855947,3573563,1.294513,2668965,904598,11809.57965,46.41355384
11591,2018,Alabama,Barbour,60,12513,5657413,826227,623320,369727,0.447488,166820,202907,2780.333333,13.331735
11592,2018,Alabama,Bibb,4,669,203753,34754,25543,16366,0.470909,7155,9211,1788.75,10.69506726
11593,2018,Alabama,Blount,38,4863,2408277,169286,127642,31466,0.185874,-10178,41644,-267.8421053,-2.092946741
11594,2018,Alabama,Bullock,23,6403,2320320,272741,202299,380737,1.395965,310295,70442,13491.08696,48.46087771
11595,2018,Alabama,Butler,18,4072,1485450,262985,168023,223355,0.849306,128393,94962,7132.944444,31.53069745
11596,2018,Alabama,Calhoun,68,9442,3935920,372892,263651,43112,0.115615,-66129,109241,-972.4852941,-7.003706842
11597,2018,Alabama,Chambers,29,19968,3782614,531824,274065,449782,0.845734,192023,257759,6621.482759,9.616536458
11598,2018,Alabama,Cherokee,196,32362,16441966,1686714,1222567,175604,0.10411,-288543,464147,-1472.158163,-8.916105309
11599,2018,Alabama,Chilton,23,2077,1191968,461877,305944,281170,0.608755,125237,155933,5445.086957,60.29706307
11600,2018,Alabama,Choctaw,3,831,247838,34695,20209,152721,4.401815,138235,14486,46078.33333,166.3477738
11601,2018,Alabama,Clarke,3,1110,363434,35728,21080,3336,0.093372,-11312,14648,-3770.666667,-10.19099099
11602,2018,Alabama,Clay,4,2026,268684,34518,19569,20570,0.59592,5621,14949,1405.25,2.774432379
11603,2018,Alabama,Cleburne,7,1262,242231,28572,17053,15556,0.544449,4037,11519,576.7142857,3.19889065
11604,2018,Alabama,Coffee,309,40485,15622620,4147435,2691506,4598256,1.108698,3142327,1455929,10169.34304,77.61706805
11605,2018,Alabama,Colbert,219,60607,20458599,1765120,1302498,580898,0.329098,118276,462622,540.0730594,1.951523751
11606,2018,Alabama,Conecuh,53,10117,3671957,698283,390971,464082,0.664604,156770,307312,2957.924528,15.49570031
11607,2018,Alabama,Coosa,1,280,97125,12598,10079,0,0,-2519,2519,-2519,-8.996428571
11608,2018,Alabama,Covington,231,40936,15211420,2751830,1747308,2350769,0.854256,1346247,1004522,5827.909091,32.88662791
11609,2018,Alabama,Crenshaw,57,5346,1992073,461535,292028,605743,1.312453,436236,169507,7653.263158,81.60044893
11610,2018,Alabama,Cullman,38,6582,2106482,181353,138606,83879,0.462517,41132,42747,1082.421053,6.249164388
11611,2018,Alabama,Dale,162,26096,10010914,2112811,1312969,1549998,0.733618,750156,799842,4630.592593,28.74601471
11612,2018,Alabama,Dallas,97,30130,10758558,1282566,987987,322503,0.251451,27924,294579,287.8762887,0.926783936
11613,2018,Alabama,De Kalb,143,29874,10289916,1256354,891962,428722,0.341242,64330,364392,449.8601399,2.153377519
11614,2018,Alabama,Elmore,50,13717,5683139,431177,318480,77820,0.180482,-34877,112697,-697.54,-2.542611358
11615,2018,Alabama,Escambia,182,44129,20422693,2069935,1391271,2214260,1.069724,1535596,678664,8437.340659,34.79788801
11616,2018,Alabama,Etowah,49,7898,3853851,349393,264461,148981,0.426399,64049,84932,1307.122449,8.109521398
11617,2018,Alabama,Fayette,22,4984,1731002,225138,146760,103908,0.46153,25530,78378,1160.454545,5.122391653
11618,2018,Alabama,Franklin,59,10396,3357804,377612,237577,223384,0.59157,83349,140035,1412.694915,8.017410543
11619,2018,Alabama,Geneva,423,61095,23054291,5313865,3210761,8390586,1.578998,6287482,2103104,14864.02364,102.9132008
11620,2018,Alabama,Greene,18,3135,1007049,155307,111274,175399,1.129369,131366,44033,7298.111111,41.9030303
11621,2018,Alabama,Hale,12,5125,1433934,141537,106121,61009,0.431046,25593,35416,2132.75,4.993756098
11622,2018,Alabama,Henry,235,45803,17835932,3650055,2176369,4542845,1.244596,3069159,1473686,13060.25106,67.00781608
11623,2018,Alabama,Houston,433,74941,26575261,5831671,3597999,8353899,1.432505,6120227,2233672,14134.47344,81.66727159
11624,2018,Alabama,Jackson,196,59129,19038130,1899519,1313545,421983,0.222152,-163991,585974,-836.6887755,-2.773444503
11625,2018,Alabama,Lamar,15,4188,1686647,299762,202825,81173,0.270791,-15764,96937,-1050.933333,-3.76408787
11626,2018,Alabama,Lauderdale,312,70903,28968453,3067512,2371486,1237059,0.403277,541033,696026,1734.080128,7.630608014
11627,2018,Alabama,Lawrence,299,83492,33605801,3488212,2594497,619530,0.177606,-274185,893715,-917.006689,-3.283967326
11628,2018,Alabama,Lee,33,7213,1742207,213385,135789,214979,1.00747,137383,77596,4163.121212,19.04658256
11629,2018,Alabama,Limestone,625,113443,41425337,3937733,2921643,243338,0.061796,-772752,1016090,-1236.4032,-6.811808573
11630,2018,Alabama,Lowndes,23,16624,3726246,371835,247486,484295,1.302445,359946,124349,15649.82609,21.65218961
11631,2018,Alabama,Macon,39,8104,2898155,220668,157714,39530,0.179137,-23424,62954,-600.6153846,-2.890424482
11632,2018,Alabama,Madison,468,98887,39253939,3148956,2352742,532214,0.169012,-264000,796214,-564.1025641,-2.669713916
11633,2018,Alabama,Marengo,31,12733,4680992,647723,482958,91896,0.141875,-72869,164765,-2350.612903,-5.722846148
11634,2018,Alabama,Marion,29,6104,1830094,242246,188093,14283,0.05896,-39870,54153,-1374.827586,-6.531782438
11635,2018,Alabama,Marshall,98,14395,4563630,447748,327201,118218,0.264027,-2329,120547,-23.76530612,-0.161792289
11636,2018,Alabama,Mobile,42,19619,9037730,1205340,808602,1980631,1.643213,1583893,396738,37711.7381,80.73260615
11637,2018,Alabama,Monroe,127,29319,13389673,1240828,788768,422541,0.340531,-29519,452060,-232.4330709,-1.006821515
11638,2018,Alabama,Montgomery,26,10223,3265906,375598,275101,51853,0.138054,-48644,100497,-1870.923077,-4.75829013
11639,2018,Alabama,Morgan,80,15089,5134001,524005,358397,142464,0.271875,-23144,165608,-289.3,-1.533832593
11640,2018,Alabama,Perry,42,15377,4179544,672101,469897,483930,0.720025,281726,202204,6707.761905,18.32125902
11641,2018,Alabama,Pickens,24,8973,4059998,374488,250939,28075,0.074969,-95474,123549,-3978.083333,-10.64014265
11642,2018,Alabama,Pike,96,12679,4612050,1025953,680593,858262,0.83655,512902,345360,5342.729167,40.45287483
11643,2018,Alabama,Randolph,12,1033,269970,33924,23229,53191,1.567945,42496,10695,3541.333333,41.13843175
11644,2018,Alabama,Russell,31,8483,3463998,420984,288332,289384,0.687399,156732,132652,5055.870968,18.47601085
11645,2018,Alabama,Shelby,28,6742,2810719,257766,158301,12626,0.048982,-86839,99465,-3101.392857,-12.88030258
11646,2018,Alabama,St Clair,8,1625,580822,71600,38089,15698,0.219245,-17813,33511,-2226.625,-10.96184615
11647,2018,Alabama,Sumter,8,1728,271138,42337,27987,56396,1.332073,42046,14350,5255.75,24.33217593
11648,2018,Alabama,Talladega,43,21118,8634528,813072,560930,144960,0.178286,-107182,252142,-2492.604651,-5.075385927
11649,2018,Alabama,Tallapoosa,9,1156,455345,29710,20089,8727,0.293739,-894,9621,-99.33333333,-0.773356401
11650,2018,Alabama,Tuscaloosa,21,7485,2354520,280798,203334,80422,0.286405,2958,77464,140.8571429,0.395190381
11651,2018,Alabama,Walker,5,1348,399884,61981,32851,32001,0.516303,2871,29130,574.2,2.129821958
11652,2018,Alabama,Washington,20,3752,1706821,200925,130620,5336,0.026557,-64969,70305,-3248.45,-17.31583156
11653,2018,Alabama,Wilcox,18,4432,1507440,258273,186141,179415,0.694671,107283,72132,5960.166667,24.20645307
11654,2018,Alabama,Winston,4,536,126391,16047,10474,3092,0.192683,-2481,5573,-620.25,-4.628731343
11655,2018,Alaska,Matanuska-Susitna,0,0,0,0,0,0,0,0,0,0,0
11656,2018,Alaska,Southeast Fairbanks,16,6759,793124,79666,64136,96707,1.213905,81177,15530,5073.5625,12.01020861
11657,2018,Arizona,Apache,49,5475063,98075626,28127405,14480866,29547879,1.050501,15901340,13646539,324517.1429,2.904320918
11658,2018,Arizona,Cochise,149,915542,43413442,4585131,2738759,2955959,0.644683,1109587,1846372,7446.892617,1.211945492
11659,2018,Arizona,Coconino,17,3089823,51695089,14539694,7645968,18077419,1.243314,11183693,6893726,657864.2941,3.619525455
11660,2018,Arizona,Gila,39,1138943,17081826,4318452,2485860,4908210,1.136566,3075618,1832592,78862,2.700414332
11661,2018,Arizona,Graham,135,1549861,43085350,7357171,4389628,7313836,0.994109,4346293,2967543,32194.76296,2.804311483
11662,2018,Arizona,Greenlee,21,225523,3354662,854028,478124,809560,0.947931,433656,375904,20650.28571,1.922890348
11663,2018,Arizona,La Paz,28,748261,15624195,2326499,1401974,2692193,1.157186,1767668,924525,63131,2.362368211
11664,2018,Arizona,Maricopa,139,1277132,42462142,6847355,4023604,7659265,1.118572,4835514,2823751,34787.8705,3.786228831
11665,2018,Arizona,Mohave,25,946174,18918349,5438177,3030696,3986166,0.732996,1578685,2407481,63147.4,1.668493322
11666,2018,Arizona,Navajo,46,3716391,66140636,19144479,9941102,30947780,1.616538,21744403,9203377,472704.413,5.850945985
11667,2018,Arizona,Pima,58,2561604,62450332,14874367,7802286,14163327,0.952196,7091246,7072081,122262.8621,2.768283466
11668,2018,Arizona,Pinal,368,1660870,134418319,15618139,9675559,26951601,1.72566,21009021,5942580,57089.73098,12.64940724
11669,2018,Arizona,Santa Cruz,13,176505,2903847,801554,446629,639013,0.797217,284088,354925,21852.92308,1.609518144
11670,2018,Arizona,Yavapai,33,693045,11230773,3233435,1745671,3742285,1.157371,2254521,1487764,68318.81818,3.253065818
11671,2018,Arizona,Yuma,78,184077,17853490,1391224,915364,1445672,1.039136,969812,475860,12433.48718,5.268512633
11672,2018,Arkansas,Arkansas,359,123818,40578254,1618196,1180545,1067030,0.659394,629379,437651,1753.144847,5.083097773
11673,2018,Arkansas,Ashley,459,119368,47028986,3706280,2675470,2237220,0.603629,1206410,1030810,2628.344227,10.106645
11674,2018,Arkansas,Baxter,7,2419,262856,39265,21300,3807,0.096956,-14158,17965,-2022.571429,-5.852831749
11675,2018,Arkansas,Benton,39,10406,1666031,285772,157376,278463,0.974423,150067,128396,3847.871795,14.42119931
11676,2018,Arkansas,Boone,17,4921,973088,185317,103737,269041,1.451788,187461,81580,11027.11765,38.09408657
11677,2018,Arkansas,Bradley,17,539,2105572,974015,600241,1228498,1.261272,854724,373774,50277.88235,1585.758813
11678,2018,Arkansas,Carroll,14,9060,1421895,219301,119581,159634,0.727921,59914,99720,4279.571429,6.613024283
11679,2018,Arkansas,Chicot,607,238840,85984473,5915728,4136085,3671017,0.620552,1891374,1779643,3115.937397,7.919000167
11680,2018,Arkansas,Clark,20,8600,2910509,374270,271807,416871,1.113824,314408,102463,15720.4,36.55906977
11681,2018,Arkansas,Clay,826,187650,81983357,4963019,3388753,2132710,0.42972,558444,1574266,676.0823245,2.97598721
11682,2018,Arkansas,Cleburne,18,3426,468652,71054,37419,44239,0.62261,10604,33635,589.1111111,3.095154699
11683,2018,Arkansas,Cleveland,2,266,81089,10602,5832,3323,0.313431,-1447,4770,-723.5,-5.439849624
11684,2018,Arkansas,Columbia,2,430,66072,9985,5392,10734,1.075012,6141,4593,3070.5,14.28139535
11685,2018,Arkansas,Conway,68,20307,4348477,443334,280283,110549,0.249358,-52502,163051,-772.0882353,-2.585413897
11686,2018,Arkansas,Craighead,954,222727,85814352,4832298,3386531,3398893,0.703369,1953126,1445767,2047.301887,8.769147881
11687,2018,Arkansas,Crawford,61,14881,2094076,328255,224975,29265,0.089153,-74015,103280,-1213.360656,-4.973792084
11688,2018,Arkansas,Crittenden,470,280249,83909789,6112739,4440044,3653927,0.597756,1981232,1672695,4215.387234,7.069541729
11689,2018,Arkansas,Cross,633,257095,93557583,6265996,4460053,5291971,0.844553,3486028,1805943,5507.153239,13.55929909
11690,2018,Arkansas,Dallas,0,0,0,0,0,0,0,0,0,0,0
11691,2018,Arkansas,Desha,656,249847,77098550,3351578,2320725,4776058,1.425017,3745205,1030853,5709.153963,14.98999388
11692,2018,Arkansas,Drew,241,66742,20999697,1218494,809082,1916651,1.572967,1507239,409412,6254.103734,22.58306614
11693,2018,Arkansas,Faulkner,43,12475,2595943,321568,205206,139158,0.432748,22796,116362,530.1395349,1.827334669
11694,2018,Arkansas,Franklin,27,7521,1209691,189328,113174,152812,0.807128,76658,76154,2839.185185,10.19252759
11695,2018,Arkansas,Fulton,21,8999,792317,122920,64251,30155,0.245322,-28514,58669,-1357.809524,-3.168574286
11696,2018,Arkansas,Garland,1,198,20382,2687,1479,1376,0.512095,168,1208,168,0.848484848
11697,2018,Arkansas,Grant,2,1026,119668,16455,9051,7967,0.484168,563,7404,281.5,0.548732943
11698,2018,Arkansas,Greene,851,160460,76179993,5412964,3616314,5440693,1.005122,3644043,1796650,4282.07168,22.70997756
11699,2018,Arkansas,Hempstead,12,4416,698240,106651,58503,42614,0.399564,-5534,48148,-461.1666667,-1.25317029
11700,2018,Arkansas,Hot Spring,9,2681,762434,102716,66908,193422,1.883075,157614,35808,17512.66667,58.78925774
11701,2018,Arkansas,Howard,9,3553,489555,75618,44415,15247,0.201631,-15956,31203,-1772.888889,-4.4908528
11702,2018,Arkansas,Independence,332,80390,19477927,2455702,1539263,1090926,0.444242,174487,916439,525.563253,2.170506282
11703,2018,Arkansas,Izard,15,6039,567892,80939,42668,52823,0.652627,14552,38271,970.1333333,2.409670475
11704,2018,Arkansas,Jackson,966,244209,84500815,9436664,6666808,11768090,1.24706,8998234,2769856,9314.942029,36.8464471
11705,2018,Arkansas,Jefferson,512,178274,56766014,2950745,2076982,4306441,1.459441,3432678,873763,6704.449219,19.25506804
11706,2018,Arkansas,Johnson,16,3997,955172,158739,112286,109233,0.688129,62780,46453,3923.75,15.70678009
11707,2018,Arkansas,Lafayette,118,35960,10909708,1276278,937154,1214330,0.951461,875206,339124,7417,24.33832036
11708,2018,Arkansas,Lawrence,699,167004,71979919,4708657,3231034,4582802,0.973271,3105179,1477623,4442.316166,18.59344088
11709,2018,Arkansas,Lee,497,217282,67594959,6340263,4712086,4847916,0.764623,3219739,1628177,6478.348089,14.81825002
11710,2018,Arkansas,Lincoln,249,93822,29970885,1532646,1037344,3012703,1.965687,2517401,495302,10110.04418,26.83167061
11711,2018,Arkansas,Little River,45,27969,6155523,972788,741255,688583,0.707844,457050,231533,10156.66667,16.34130645
11712,2018,Arkansas,Logan,29,9530,1972205,340140,230651,332821,0.978482,223332,109489,7701.103448,23.43462749
11713,2018,Arkansas,Lonoke,523,156146,55511810,3239162,2177843,4090032,1.262682,3028713,1061319,5791.038241,19.39667363
11714,2018,Arkansas,Madison,10,4044,556723,93552,49295,36624,0.391482,-7633,44257,-763.3,-1.887487636
11715,2018,Arkansas,Marion,12,3824,588094,91735,49957,38418,0.418793,-3360,41778,-280,-0.878661088
11716,2018,Arkansas,Miller,77,73965,14905179,3641888,2746989,6213448,1.706106,5318549,894899,69072.06494,71.90629352
11717,2018,Arkansas,Mississippi,1067,433732,142815212,8683006,6254980,6021386,0.693467,3593360,2428026,3367.722587,8.284747263
11718,2018,Arkansas,Monroe,622,176847,55664728,3962642,2711942,4183708,1.055787,2933008,1250700,4715.446945,16.58500286
11719,2018,Arkansas,Montgomery,1,775,80355,12588,6421,8341,0.662615,2174,6167,2174,2.80516129
11720,2018,Arkansas,Nevada,6,561,169979,23636,13002,3441,0.145583,-7193,10634,-1198.833333,-12.82174688
11721,2018,Arkansas,Newton,8,1479,204184,32694,17942,11114,0.33994,-3638,14752,-454.75,-2.459770115
11722,2018,Arkansas,Perry,20,5733,1550810,162777,112553,26327,0.161736,-23897,50224,-1194.85,-4.16832374
11723,2018,Arkansas,Phillips,534,319663,91122857,8801370,6197522,9108339,1.034877,6504491,2603848,12180.69476,20.34796332
11724,2018,Arkansas,Pike,12,5269,1387886,194091,106751,7575,0.039028,-79765,87340,-6647.083333,-15.13854621
11725,2018,Arkansas,Poinsett,1203,314942,125725146,7091138,4840746,4835630,0.681925,2585238,2250392,2148.992519,8.20861619
11726,2018,Arkansas,Polk,5,1444,324059,42904,23595,768,0.0179,-18541,19309,-3708.2,-12.8400277
11727,2018,Arkansas,Pope,36,11492,4041911,405597,261038,1416952,3.493497,1272393,144559,35344.25,110.7198921
11728,2018,Arkansas,Prairie,307,78788,28477602,1636930,1126109,1988182,1.214579,1477361,510821,4812.250814,18.75109154
11729,2018,Arkansas,Pulaski,143,30606,7926370,906923,597049,1732471,1.910273,1422597,309874,9948.230769,46.48098412
11730,2018,Arkansas,Randolph,318,78881,31112855,2175076,1455309,1489139,0.684637,769372,719767,2419.408805,9.753578175
11731,2018,Arkansas,Saline,0,0,0,0,0,0,0,0,0,0,0
11732,2018,Arkansas,Scott,2,239,36971,5288,2906,2320,0.438729,-62,2382,-31,-0.259414226
11733,2018,Arkansas,Searcy,43,20451,3799146,585002,319016,168954,0.288809,-97032,265986,-2256.55814,-4.744609066
11734,2018,Arkansas,Sebastian,23,5751,734763,117657,84465,18209,0.154763,-14983,33192,-651.4347826,-2.605286037
11735,2018,Arkansas,Sevier,9,5252,786406,132314,75458,22294,0.168493,-34562,56856,-3840.222222,-6.58073115
11736,2018,Arkansas,Sharp,20,7188,808369,119511,63819,31322,0.262084,-24370,55692,-1218.5,-3.390372844
11737,2018,Arkansas,St Francis,476,217970,62772432,4669157,3485329,3704990,0.793502,2521162,1183828,5296.558824,11.56655503
11738,2018,Arkansas,Stone,12,3545,479185,72807,38864,31119,0.427417,-2824,33943,-235.3333333,-0.796614951
11739,2018,Arkansas,Union,8,2778,672047,99099,54084,84794,0.855649,39779,45015,4972.375,14.31929446
11740,2018,Arkansas,Van Buren,9,1494,309681,45908,24786,14064,0.306351,-7058,21122,-784.2222222,-4.724230254
11741,2018,Arkansas,Washington,11,5429,672447,98102,53471,42921,0.437514,-1710,44631,-155.4545455,-0.314975134
11742,2018,Arkansas,White,182,59618,15951887,2538991,1642363,3224811,1.270115,2328183,896628,12792.21429,39.05167902
11743,2018,Arkansas,Woodruff,451,188386,49871368,4426943,3283469,5492521,1.240702,4349047,1143474,9643.119734,23.0858291
11744,2018,Arkansas,Yell,43,9829,2132683,214890,131566,73931,0.344041,-9393,83324,-218.4418605,-0.955641469
11745,2018,California,Alameda,17,25931,3232514,208598,127546,227075,1.088577,146023,81052,8589.588235,5.631213605
11746,2018,California,Amador,23,4049,3852248,123584,73346,372075,3.010705,321837,50238,13992.91304,79.48555199
11747,2018,California,Butte,828,142820,207235446,8461254,5234739,5188295,0.613182,1961780,3226515,2369.299517,13.73603137
11748,2018,California,Calaveras,32,22879,1965605,172643,93553,152561,0.883679,73471,79090,2295.96875,3.211285458
11749,2018,California,Colusa,740,295603,334445916,9185967,5478179,8519364,0.927432,4811576,3707788,6502.12973,16.27715551
11750,2018,California,Contra Costa,48,30859,15954520,948713,534611,944707,0.995777,530605,414102,11054.27083,17.19449755
11751,2018,California,El Dorado,40,530,1526179,142774,82203,18914,0.132475,-41657,60571,-1041.425,-78.59811321
11752,2018,California,Fresno,3495,735666,1338008165,65347652,39563156,53405302,0.817248,27620806,25784496,7902.948784,37.54530725
11753,2018,California,Glenn,624,151870,197887962,6741389,4110352,9837258,1.459233,7206221,2631037,11548.43109,47.44993086
11754,2018,California,Humboldt,10,74234,2262295,531034,292069,809368,1.524135,570403,238965,57040.3,7.683851066
11755,2018,California,Imperial,177,44239,57213613,3255705,1949415,7244385,2.225135,5938095,1306290,33548.55932,134.2276046
11756,2018,California,Inyo,2,9000,143550,45617,25090,56951,1.24846,36424,20527,18212,4.047111111
11757,2018,California,Kern,1127,822611,1135569044,63679951,39099158,28411322,0.446158,3830529,24580793,3398.872227,4.656549694
11758,2018,California,Kings,523,271726,291822538,14568684,8850693,8941799,0.613768,3223808,5717991,6164.068834,11.86418672
11759,2018,California,Lake,116,8817,36883411,823706,489295,5469259,6.639819,5134848,334411,44265.93103,582.3804015
11760,2018,California,Lassen,30,323414,6944618,1602963,885981,2562723,1.598741,1845741,716982,61524.7,5.707053498
11761,2018,California,Los Angeles,3,24780,416631,135229,74378,94390,0.698001,33539,60851,11179.66667,1.353470541
11762,2018,California,Madera,873,230007,459994365,18848010,11644078,9765657,0.518126,2561725,7203932,2934.392898,11.13759581
11763,2018,California,Marin,10,2737,519735,44362,22272,22521,0.507664,431,22090,43.1,0.157471684
11764,2018,California,Mariposa,5,15259,302071,69757,38411,69368,0.994423,38022,31346,7604.4,2.491775346
11765,2018,California,Mendocino,153,87512,39909889,1650715,968903,2954127,1.789604,2272315,681812,14851.73203,25.96575327
11766,2018,California,Merced,997,309998,370867433,12514387,7603703,6971831,0.557105,2061147,4910684,2067.349047,6.648904186
11767,2018,California,Modoc,107,331869,25857955,3687375,2068907,5916520,1.604534,4298052,1618468,40168.71028,12.95104996
11768,2018,California,Mono,9,55978,2602700,428194,241527,719873,1.681184,533206,186667,59245.11111,9.525277788
11769,2018,California,Monterey,154,187570,132106100,3869642,2428189,1078959,0.278826,-362494,1441453,-2353.857143,-1.932579837
11770,2018,California,Napa,498,43175,224649674,6424686,3913031,642752,0.100044,-1868903,2511655,-3752.817269,-43.28669369
11771,2018,California,Nevada,5,6304,767232,55601,30596,24965,0.449002,-40,25005,-8,-0.006345178
11772,2018,California,Orange,5,1425,4381365,96174,81601,0,0,-14573,14573,-2914.6,-10.22666667
11773,2018,California,Placer,35,20564,13217500,633989,341751,1606163,2.533424,1313925,292238,37540.71429,63.89442715
11774,2018,California,Plumas,16,84991,1430437,408382,224611,649466,1.590339,465695,183771,29105.9375,5.479344872
11775,2018,California,Riverside,267,37805,51313981,2444732,1746904,1891735,0.7738,1193907,697828,4471.561798,31.58066393
11776,2018,California,Sacramento,252,58839,94769671,3347276,2012031,6515208,1.94642,5179963,1335245,20555.40873,88.03621747
11777,2018,California,San Benito,52,137083,12201056,1474733,844483,2002938,1.358169,1372688,630250,26397.84615,10.01355383
11778,2018,California,San Bernardino,38,1418,2161936,116984,71985,225534,1.927904,180535,44999,4750.921053,127.3166432
11779,2018,California,San Diego,316,12528,27516924,1449399,1085913,1467899,1.012763,1104413,363486,3494.977848,88.15557152
11780,2018,California,San Joaquin,1700,225074,469371654,29685140,17485363,28986746,0.976473,16786969,12199777,9874.687647,74.58422119
