Pay_year,State,full_practice_code,practice_code,StatutoryCategory, payments ,practice_instance_count
2021,Nebraska,650,650,Land Management (6(A)(ii)),,
2021,Nebraska,666,666,Forest management (6(A)(iv)),34575,22
2021,Nebraska,E300EAP1,300,Existing Activity Payments,4283842,1300
2021,Nebraska,E300EAP2,300,Existing Activity Payments,2935590,910
2021,Nebraska,E314A,314,Land Management (6(A)(ii)),33726,36
2021,Nebraska,E315A,315,Land Management (6(A)(ii)),353336,63
2021,Nebraska,E327A,327,Vegetative (6(A)(iii),16432,42
2021,Nebraska,E327B,327,Vegetative (6(A)(iii),27138,12
2021,Nebraska,E328A,328,Vegetative (6(A)(iii),90678,12
2021,Nebraska,E328D,328,Vegetative (6(A)(iii),24506,51
2021,Nebraska,E328F,328,Vegetative (6(A)(iii),24192,12
2021,Nebraska,E328I,328,Vegetative (6(A)(iii),,
2021,Nebraska,E328J,328,Vegetative (6(A)(iii),,
2021,Nebraska,E329A,329,Soil remediation (6(A)(vi),1431,7
2021,Nebraska,E329D,329,Soil remediation (6(A)(vi),4416,4
2021,Nebraska,E334A,334,Other (6(A)(vii)),,
2021,Nebraska,E338A,338,Land Management (6(A)(ii)),,
2021,Nebraska,E340A,340,Vegetative (6(A)(iii),59129,45
2021,Nebraska,E340B,340,Vegetative (6(A)(iii),99554,35
2021,Nebraska,E340C,340,Vegetative (6(A)(iii),87864,60
2021,Nebraska,E340E,340,Vegetative (6(A)(iii),2491,6
2021,Nebraska,E340F,340,Vegetative (6(A)(iii),,
2021,Nebraska,E340G,340,Vegetative (6(A)(iii),,
2021,Nebraska,E340H,340,Vegetative (6(A)(iii),59342,19
2021,Nebraska,E345A,345,Soil remediation (6(A)(vi),18120,8
2021,Nebraska,E382A,382,Land Management (6(A)(ii)),,
2021,Nebraska,E382B,382,Land Management (6(A)(ii)),9552,5
2021,Nebraska,E386B,386,Vegetative (6(A)(iii),,
2021,Nebraska,E386D,386,Vegetative (6(A)(iii),,
2021,Nebraska,E393A,393,Vegetative (6(A)(iii),,
2021,Nebraska,E412A,412,Vegetative (6(A)(iii),,
2021,Nebraska,E420A,420,Vegetative (6(A)(iii),,
2021,Nebraska,E420B,420,Vegetative (6(A)(iii),,
2021,Nebraska,E449A,449,Structural (6(A)(i)),9883,6
2021,Nebraska,E449C,449,Structural (6(A)(i)),599065,96
2021,Nebraska,E449D,449,Structural (6(A)(i)),461175,25
2021,Nebraska,E449F,449,Structural (6(A)(i)),,
2021,Nebraska,E449G,449,Structural (6(A)(i)),,
2021,Nebraska,E472A,472,Land Management (6(A)(ii)),,
2021,Nebraska,E511A,511,Forest management (6(A)(iv)),11837,54
2021,Nebraska,E511B,511,Forest management (6(A)(iv)),16780,27
2021,Nebraska,E511C,511,Forest management (6(A)(iv)),256118,19
2021,Nebraska,E512A,512,Vegetative (6(A)(iii),,
2021,Nebraska,E512D,512,Vegetative (6(A)(iii),,
2021,Nebraska,E512F,512,Vegetative (6(A)(iii),,
2021,Nebraska,E512G,512,Vegetative (6(A)(iii),27528,14
2021,Nebraska,E528A,528,Land Management (6(A)(ii)),210728,21
2021,Nebraska,E528C,528,Land Management (6(A)(ii)),,
2021,Nebraska,E528E,528,Land Management (6(A)(ii)),308811,40
2021,Nebraska,E528F,528,Land Management (6(A)(ii)),3964,5
2021,Nebraska,E528G,528,Land Management (6(A)(ii)),25120,13
2021,Nebraska,E528L,528,Land Management (6(A)(ii)),76614,11
2021,Nebraska,E528M,528,Land Management (6(A)(ii)),4993,7
2021,Nebraska,E528N,528,Land Management (6(A)(ii)),577925,111
2021,Nebraska,E528O,528,Land Management (6(A)(ii)),15454,5
2021,Nebraska,E528P,528,Land Management (6(A)(ii)),203057,49
2021,Nebraska,E528Q,528,Land Management (6(A)(ii)),1143583,257
2021,Nebraska,E528R,528,Land Management (6(A)(ii)),137933,13
2021,Nebraska,E533A,533,Structural (6(A)(i)),,
2021,Nebraska,E533B,533,Structural (6(A)(i)),,
2021,Nebraska,E550A,550,Vegetative (6(A)(iii),2612,5
2021,Nebraska,E570A,570,Structural (6(A)(i)),,
2021,Nebraska,E590A,590,Structural (6(A)(i)),1038648,134
2021,Nebraska,E590B,590,Structural (6(A)(i)),377479,39
2021,Nebraska,E590C,590,Structural (6(A)(i)),18692,9
2021,Nebraska,E595A,595,Other (6(A)(vii)),99780,24
2021,Nebraska,E595B,595,Other (6(A)(vii)),282022,85
2021,Nebraska,E595D,595,Other (6(A)(vii)),177982,13
2021,Nebraska,E595E,595,Other (6(A)(vii)),997194,99
2021,Nebraska,E612A,612,Forest management (6(A)(iv)),,
2021,Nebraska,E612D,612,Forest management (6(A)(iv)),2983,16
2021,Nebraska,E612E,612,Forest management (6(A)(iv)),,
2021,Nebraska,E612G,612,Forest management (6(A)(iv)),66923,28
2021,Nebraska,E644A,644,Land Management (6(A)(ii)),1658,5
2021,Nebraska,E645A,645,Land Management (6(A)(ii)),,
2021,Nebraska,E645B,645,Land Management (6(A)(ii)),,
2021,Nebraska,E645C,645,Land Management (6(A)(ii)),22363,13
2021,Nebraska,E647C,647,Land Management (6(A)(ii)),,
2021,Nebraska,E666D,666,Forest management (6(A)(iv)),,
2021,Nebraska,E666E,666,Forest management (6(A)(iv)),,
2021,Nebraska,E666G,666,Forest management (6(A)(iv)),,
2021,Nebraska,E666H,666,Forest management (6(A)(iv)),,
2021,Nebraska,E666K,666,Forest management (6(A)(iv)),,
2021,Nebraska,E666O,666,Forest management (6(A)(iv)),,
2021,Nebraska,E666P,666,Forest management (6(A)(iv)),,
2021,Nebraska,MINPAY,MINPAY,2014 Other Practices,2823,8
2021,Nevada,315,315,Land Management (6(A)(ii)),,
2021,Nevada,422,422,Vegetative (6(A)(iii),,
2021,Nevada,449,449,Structural (6(A)(i)),10291,17
2021,Nevada,587,587,Structural (6(A)(i)),,
2021,Nevada,E300EAP1,300,Existing Activity Payments,235744,40
2021,Nevada,E300EAP2,300,Existing Activity Payments,99000,35
2021,Nevada,E340C,340,Vegetative (6(A)(iii),58,4
2021,Nevada,E512F,512,Vegetative (6(A)(iii),,
2021,Nevada,E528Q,528,Land Management (6(A)(ii)),,
2021,New Hampshire,314,314,Land Management (6(A)(ii)),15873,5
2021,New Hampshire,315,315,Land Management (6(A)(ii)),,
2021,New Hampshire,327,327,Vegetative (6(A)(iii),,
2021,New Hampshire,472,472,Land Management (6(A)(ii)),,
2021,New Hampshire,512,512,Vegetative (6(A)(iii),,
2021,New Hampshire,644,644,Land Management (6(A)(ii)),,
2021,New Hampshire,647,647,Land Management (6(A)(ii)),,
2021,New Hampshire,649,649,Structural (6(A)(i)),,
2021,New Hampshire,666,666,Forest management (6(A)(iv)),,
2021,New Hampshire,E300EAP1,300,Existing Activity Payments,28188,149
2021,New Hampshire,E300EAP2,300,Existing Activity Payments,233100,104
2021,New Hampshire,E314A,314,Land Management (6(A)(ii)),244,4
2021,New Hampshire,E315A,315,Land Management (6(A)(ii)),,
2021,New Hampshire,E420A,420,Vegetative (6(A)(iii),,
2021,New Hampshire,E420B,420,Vegetative (6(A)(iii),,
2021,New Hampshire,E484C,484,Land Management (6(A)(ii)),,
2021,New Hampshire,E511B,511,Forest management (6(A)(iv)),,
2021,New Hampshire,E512I,512,Vegetative (6(A)(iii),,
2021,New Hampshire,E528A,528,Land Management (6(A)(ii)),,
2021,New Hampshire,E528D,528,Land Management (6(A)(ii)),,
2021,New Hampshire,E612C,612,Forest management (6(A)(iv)),,
2021,New Hampshire,E612G,612,Forest management (6(A)(iv)),,
2021,New Hampshire,E645C,645,Land Management (6(A)(ii)),,
2021,New Hampshire,E666A,666,Forest management (6(A)(iv)),,
2021,New Hampshire,E666H,666,Forest management (6(A)(iv)),,
2021,New Hampshire,E666I,666,Forest management (6(A)(iv)),27845,6
2021,New Hampshire,E666K,666,Forest management (6(A)(iv)),15512,6
2021,New Hampshire,E666L,666,Forest management (6(A)(iv)),,
2021,New Hampshire,E666O,666,Forest management (6(A)(iv)),1632,6
2021,New Hampshire,E666P,666,Forest management (6(A)(iv)),,
2021,New Hampshire,E666R,666,Forest management (6(A)(iv)),,
2021,New Hampshire,MINPAY,MINPAY,2014 Other Practices,1708,12
2021,New Jersey,645,645,Land Management (6(A)(ii)),,
2021,New Jersey,649,649,Structural (6(A)(i)),,
2021,New Jersey,666,666,Forest management (6(A)(iv)),,
2021,New Jersey,E300EAP1,300,Existing Activity Payments,93269,120
2021,New Jersey,E300EAP2,300,Existing Activity Payments,208200,105
2021,New Jersey,E314A,314,Land Management (6(A)(ii)),,
2021,New Jersey,E315A,315,Land Management (6(A)(ii)),,
2021,New Jersey,E327A,327,Vegetative (6(A)(iii),,
2021,New Jersey,E328E,328,Vegetative (6(A)(iii),8818,8
2021,New Jersey,E329D,329,Soil remediation (6(A)(vi),72,4
2021,New Jersey,E338C,338,Land Management (6(A)(ii)),157178,4
2021,New Jersey,E340B,340,Vegetative (6(A)(iii),119,4
2021,New Jersey,E340C,340,Vegetative (6(A)(iii),2910,4
2021,New Jersey,E345D,345,Soil remediation (6(A)(vi),5046,8
2021,New Jersey,E484B,484,Land Management (6(A)(ii)),,
2021,New Jersey,E484C,484,Land Management (6(A)(ii)),729,4
2021,New Jersey,E512B,512,Vegetative (6(A)(iii),464,4
2021,New Jersey,E528G,528,Land Management (6(A)(ii)),6695,4
2021,New Jersey,E580B,580,Structural (6(A)(i)),,
2021,New Jersey,E590A,590,Structural (6(A)(i)),79633,30
2021,New Jersey,E590C,590,Structural (6(A)(i)),12150,9
2021,New Jersey,E612C,612,Forest management (6(A)(iv)),,
2021,New Jersey,E612D,612,Forest management (6(A)(iv)),,
2021,New Jersey,E612G,612,Forest management (6(A)(iv)),,
2021,New Jersey,E666F,666,Forest management (6(A)(iv)),25607,4
2021,New Jersey,E666L,666,Forest management (6(A)(iv)),12696,4
2021,New Jersey,MINPAY,MINPAY,2014 Other Practices,5882,21
2021,New Mexico,314,314,Land Management (6(A)(ii)),3191,11
2021,New Mexico,315,315,Land Management (6(A)(ii)),4631,7
2021,New Mexico,327,327,Vegetative (6(A)(iii),,
2021,New Mexico,328,328,Vegetative (6(A)(iii),,
2021,New Mexico,345,345,Soil remediation (6(A)(vi),402,4
2021,New Mexico,382,382,Land Management (6(A)(ii)),8004,9
2021,New Mexico,384,384,Forest management (6(A)(iv)),625,17
2021,New Mexico,512,512,Vegetative (6(A)(iii),,
2021,New Mexico,516,516,Structural (6(A)(i)),,
2021,New Mexico,528,528,Land Management (6(A)(ii)),1652512,418
2021,New Mexico,550,550,Vegetative (6(A)(iii),,
2021,New Mexico,595,595,Other (6(A)(vii)),33359,8
2021,New Mexico,612,612,Forest management (6(A)(iv)),,
2021,New Mexico,614,614,Structural (6(A)(i)),,
2021,New Mexico,645,645,Land Management (6(A)(ii)),24559,10
2021,New Mexico,649,649,Structural (6(A)(i)),1004,34
2021,New Mexico,666,666,Forest management (6(A)(iv)),11475,17
2021,New Mexico,E300EAP1,300,Existing Activity Payments,2503524,571
2021,New Mexico,E300EAP2,300,Existing Activity Payments,730016,536
2021,New Mexico,E314A,314,Land Management (6(A)(ii)),18967,14
2021,New Mexico,E315A,315,Land Management (6(A)(ii)),27533,19
2021,New Mexico,E327B,327,Vegetative (6(A)(iii),,
2021,New Mexico,E328A,328,Vegetative (6(A)(iii),1131,4
2021,New Mexico,E345A,345,Soil remediation (6(A)(vi),748,4
2021,New Mexico,E382A,382,Land Management (6(A)(ii)),19665,67
2021,New Mexico,E382B,382,Land Management (6(A)(ii)),,
2021,New Mexico,E511A,511,Forest management (6(A)(iv)),3654,5
2021,New Mexico,E512A,512,Vegetative (6(A)(iii),,
2021,New Mexico,E528A,528,Land Management (6(A)(ii)),,
2021,New Mexico,E528B,528,Land Management (6(A)(ii)),28525,10
2021,New Mexico,E528C,528,Land Management (6(A)(ii)),9814495,231
2021,New Mexico,E528E,528,Land Management (6(A)(ii)),612735,34
2021,New Mexico,E528L,528,Land Management (6(A)(ii)),,
2021,New Mexico,E528N,528,Land Management (6(A)(ii)),204160,14
2021,New Mexico,E528P,528,Land Management (6(A)(ii)),15457,4
2021,New Mexico,E528Q,528,Land Management (6(A)(ii)),3207097,227
2021,New Mexico,E528R,528,Land Management (6(A)(ii)),64421,4
2021,New Mexico,E550A,550,Vegetative (6(A)(iii),,
2021,New Mexico,E578A,578,Structural (6(A)(i)),,
2021,New Mexico,E595E,595,Other (6(A)(vii)),270358,17
2021,New Mexico,E612C,612,Forest management (6(A)(iv)),,
2021,New Mexico,E645A,645,Land Management (6(A)(ii)),,
2021,New Mexico,E645B,645,Land Management (6(A)(ii)),,
2021,New Mexico,E666F,666,Forest management (6(A)(iv)),17883,12
2021,New Mexico,E666G,666,Forest management (6(A)(iv)),1495,5
2021,New Mexico,MINPAY,MINPAY,2014 Other Practices,3557,12
2021,New York,314,314,Land Management (6(A)(ii)),2400,10
2021,New York,315,315,Land Management (6(A)(ii)),1906,10
2021,New York,324,324,Soil remediation (6(A)(vi),,
2021,New York,327,327,Vegetative (6(A)(iii),1041,6
2021,New York,329,329,Soil remediation (6(A)(vi),7765,9
2021,New York,340,340,Vegetative (6(A)(iii),14438,43
2021,New York,345,345,Soil remediation (6(A)(vi),,
2021,New York,382,382,Land Management (6(A)(ii)),,
2021,New York,386,386,Vegetative (6(A)(iii),121,6
2021,New York,390,390,Vegetative (6(A)(iii),,
2021,New York,393,393,Vegetative (6(A)(iii),,
2021,New York,484,484,Land Management (6(A)(ii)),,
2021,New York,490,490,Forest management (6(A)(iv)),116,8
2021,New York,511,511,Forest management (6(A)(iv)),,
2021,New York,512,512,Vegetative (6(A)(iii),13535,15
2021,New York,528,528,Land Management (6(A)(ii)),432,9
2021,New York,558,558,Structural (6(A)(i)),,
2021,New York,595,595,Other (6(A)(vii)),,
2021,New York,612,612,Forest management (6(A)(iv)),1167,5
2021,New York,620,620,Structural (6(A)(i)),,
2021,New York,645,645,Land Management (6(A)(ii)),307,4
2021,New York,647,647,Land Management (6(A)(ii)),522,9
2021,New York,649,649,Structural (6(A)(i)),,
2021,New York,666,666,Forest management (6(A)(iv)),,
2021,New York,E300EAP1,300,Existing Activity Payments,2125939,632
2021,New York,E300EAP2,300,Existing Activity Payments,1118400,501
2021,New York,E314A,314,Land Management (6(A)(ii)),1627,15
2021,New York,E315A,315,Land Management (6(A)(ii)),5853,21
2021,New York,E327A,327,Vegetative (6(A)(iii),1115,12
2021,New York,E327B,327,Vegetative (6(A)(iii),5157,8
2021,New York,E328A,328,Vegetative (6(A)(iii),,
2021,New York,E328B,328,Vegetative (6(A)(iii),,
2021,New York,E328D,328,Vegetative (6(A)(iii),11122,33
2021,New York,E328E,328,Vegetative (6(A)(iii),,
2021,New York,E328I,328,Vegetative (6(A)(iii),,
2021,New York,E329A,329,Soil remediation (6(A)(vi),9876,5
2021,New York,E329D,329,Soil remediation (6(A)(vi),15720,18
2021,New York,E340A,340,Vegetative (6(A)(iii),,
2021,New York,E340C,340,Vegetative (6(A)(iii),48527,38
2021,New York,E340D,340,Vegetative (6(A)(iii),25907,4
2021,New York,E340F,340,Vegetative (6(A)(iii),28439,15
2021,New York,E340G,340,Vegetative (6(A)(iii),,
2021,New York,E340H,340,Vegetative (6(A)(iii),,
2021,New York,E345A,345,Soil remediation (6(A)(vi),16575,5
2021,New York,E345D,345,Soil remediation (6(A)(vi),9430,12
2021,New York,E386A,386,Vegetative (6(A)(iii),,
2021,New York,E386B,386,Vegetative (6(A)(iii),,
2021,New York,E391B,391,Forest management (6(A)(iv)),,
2021,New York,E484C,484,Land Management (6(A)(ii)),3140,21
2021,New York,E511A,511,Forest management (6(A)(iv)),21752,13
2021,New York,E511B,511,Forest management (6(A)(iv)),1176,13
2021,New York,E511C,511,Forest management (6(A)(iv)),,
2021,New York,E512C,512,Vegetative (6(A)(iii),4408,7
2021,New York,E512D,512,Vegetative (6(A)(iii),,
2021,New York,E528A,528,Land Management (6(A)(ii)),990,7
2021,New York,E528G,528,Land Management (6(A)(ii)),11122,7
2021,New York,E528O,528,Land Management (6(A)(ii)),8351,5
2021,New York,E528P,528,Land Management (6(A)(ii)),,
2021,New York,E590A,590,Structural (6(A)(i)),1018530,59
2021,New York,E590B,590,Structural (6(A)(i)),,
2021,New York,E595A,595,Other (6(A)(vii)),75076,13
2021,New York,E595B,595,Other (6(A)(vii)),,
2021,New York,E612B,612,Forest management (6(A)(iv)),1654,4
2021,New York,E612C,612,Forest management (6(A)(iv)),1904,4
2021,New York,E612D,612,Forest management (6(A)(iv)),787,10
2021,New York,E612F,612,Forest management (6(A)(iv)),,
2021,New York,E612G,612,Forest management (6(A)(iv)),16642,11
2021,New York,E645B,645,Land Management (6(A)(ii)),,
2021,New York,E645C,645,Land Management (6(A)(ii)),4622,6
2021,New York,E666A,666,Forest management (6(A)(iv)),,
2021,New York,E666D,666,Forest management (6(A)(iv)),,
2021,New York,E666F,666,Forest management (6(A)(iv)),131012,7
2021,New York,E666G,666,Forest management (6(A)(iv)),,
2021,New York,E666H,666,Forest management (6(A)(iv)),,
2021,New York,E666I,666,Forest management (6(A)(iv)),26135,7
2021,New York,E666J,666,Forest management (6(A)(iv)),,
2021,New York,E666K,666,Forest management (6(A)(iv)),4892,6
2021,New York,E666L,666,Forest management (6(A)(iv)),,
2021,New York,E666O,666,Forest management (6(A)(iv)),21695,14
2021,New York,E666P,666,Forest management (6(A)(iv)),,
2021,New York,E666Q,666,Forest management (6(A)(iv)),,
2021,New York,MINPAY,MINPAY,2014 Other Practices,1207,9
2021,North Carolina,314,314,Land Management (6(A)(ii)),2076,7
2021,North Carolina,315,315,Land Management (6(A)(ii)),208,4
2021,North Carolina,327,327,Vegetative (6(A)(iii),1698,23
2021,North Carolina,328,328,Vegetative (6(A)(iii),28271,30
2021,North Carolina,329,329,Soil remediation (6(A)(vi),60228,34
2021,North Carolina,338,338,Land Management (6(A)(ii)),35508,94
2021,North Carolina,340,340,Vegetative (6(A)(iii),75764,32
2021,North Carolina,345,345,Soil remediation (6(A)(vi),,
2021,North Carolina,386,386,Vegetative (6(A)(iii),,
2021,North Carolina,394,394,Land Management (6(A)(ii)),4995,22
2021,North Carolina,420,420,Vegetative (6(A)(iii),628,10
2021,North Carolina,490,490,Forest management (6(A)(iv)),24835,20
2021,North Carolina,511,511,Forest management (6(A)(iv)),,
2021,North Carolina,512,512,Vegetative (6(A)(iii),,
2021,North Carolina,528,528,Land Management (6(A)(ii)),748,5
2021,North Carolina,595,595,Other (6(A)(vii)),,
2021,North Carolina,612,612,Forest management (6(A)(iv)),83035,100
2021,North Carolina,666,666,Forest management (6(A)(iv)),30556,44
2021,North Carolina,E300EAP1,300,Existing Activity Payments,737819,685
2021,North Carolina,E300EAP2,300,Existing Activity Payments,987110,600
2021,North Carolina,E314A,314,Land Management (6(A)(ii)),4649,13
2021,North Carolina,E315A,315,Land Management (6(A)(ii)),,
2021,North Carolina,E327A,327,Vegetative (6(A)(iii),3862,20
2021,North Carolina,E327B,327,Vegetative (6(A)(iii),,
2021,North Carolina,E328A,328,Vegetative (6(A)(iii),236168,17
2021,North Carolina,E328D,328,Vegetative (6(A)(iii),,
2021,North Carolina,E328E,328,Vegetative (6(A)(iii),30754,4
2021,North Carolina,E328F,328,Vegetative (6(A)(iii),45843,8
2021,North Carolina,E328L,328,Vegetative (6(A)(iii),39758,5
2021,North Carolina,E329D,329,Soil remediation (6(A)(vi),103374,34
2021,North Carolina,E338B,338,Land Management (6(A)(ii)),235382,17
2021,North Carolina,E338C,338,Land Management (6(A)(ii)),498261,76
2021,North Carolina,E340C,340,Vegetative (6(A)(iii),122363,12
2021,North Carolina,E340F,340,Vegetative (6(A)(iii),1328,14
2021,North Carolina,E340G,340,Vegetative (6(A)(iii),1578,4
2021,North Carolina,E340H,340,Vegetative (6(A)(iii),,
2021,North Carolina,E345A,345,Soil remediation (6(A)(vi),,
2021,North Carolina,E386D,386,Vegetative (6(A)(iii),,
2021,North Carolina,E420A,420,Vegetative (6(A)(iii),9797,9
2021,North Carolina,E420B,420,Vegetative (6(A)(iii),,
2021,North Carolina,E511A,511,Forest management (6(A)(iv)),,
2021,North Carolina,E511B,511,Forest management (6(A)(iv)),,
2021,North Carolina,E512A,512,Vegetative (6(A)(iii),,
2021,North Carolina,E512D,512,Vegetative (6(A)(iii),,
2021,North Carolina,E512G,512,Vegetative (6(A)(iii),,
2021,North Carolina,E528A,528,Land Management (6(A)(ii)),1059,5
2021,North Carolina,E528F,528,Land Management (6(A)(ii)),9482,6
2021,North Carolina,E528G,528,Land Management (6(A)(ii)),,
2021,North Carolina,E528K,528,Land Management (6(A)(ii)),,
2021,North Carolina,E528M,528,Land Management (6(A)(ii)),,
2021,North Carolina,E590A,590,Structural (6(A)(i)),213371,12
2021,North Carolina,E595A,595,Other (6(A)(vii)),,
2021,North Carolina,E595E,595,Other (6(A)(vii)),,
2021,North Carolina,E612B,612,Forest management (6(A)(iv)),,
2021,North Carolina,E612C,612,Forest management (6(A)(iv)),,
2021,North Carolina,E612D,612,Forest management (6(A)(iv)),694,5
2021,North Carolina,E612G,612,Forest management (6(A)(iv)),148007,31
2021,North Carolina,E666A,666,Forest management (6(A)(iv)),,
2021,North Carolina,E666D,666,Forest management (6(A)(iv)),206142,12
2021,North Carolina,E666F,666,Forest management (6(A)(iv)),,
2021,North Carolina,E666G,666,Forest management (6(A)(iv)),,
2021,North Carolina,E666I,666,Forest management (6(A)(iv)),,
2021,North Carolina,E666L,666,Forest management (6(A)(iv)),,
2021,North Carolina,E666O,666,Forest management (6(A)(iv)),47083,32
2021,North Carolina,MINPAY,MINPAY,2014 Other Practices,39970,96
2021,North Dakota,314,314,Land Management (6(A)(ii)),288,12
2021,North Dakota,315,315,Land Management (6(A)(ii)),,
2021,North Dakota,327,327,Vegetative (6(A)(iii),4482,18
2021,North Dakota,328,328,Vegetative (6(A)(iii),5830,26
2021,North Dakota,329,329,Soil remediation (6(A)(vi),70761,37
2021,North Dakota,340,340,Vegetative (6(A)(iii),198734,136
2021,North Dakota,342,342,Vegetative (6(A)(iii),,
2021,North Dakota,345,345,Soil remediation (6(A)(vi),,
2021,North Dakota,380,380,Vegetative (6(A)(iii),,
2021,North Dakota,382,382,Land Management (6(A)(ii)),,
2021,North Dakota,386,386,Vegetative (6(A)(iii),,
2021,North Dakota,390,390,Vegetative (6(A)(iii),,
2021,North Dakota,393,393,Vegetative (6(A)(iii),864,4
2021,North Dakota,449,449,Structural (6(A)(i)),390,5
2021,North Dakota,472,472,Land Management (6(A)(ii)),,
2021,North Dakota,484,484,Land Management (6(A)(ii)),,
2021,North Dakota,490,490,Forest management (6(A)(iv)),,
2021,North Dakota,512,512,Vegetative (6(A)(iii),3330,19
2021,North Dakota,528,528,Land Management (6(A)(ii)),22597,55
2021,North Dakota,590,590,Structural (6(A)(i)),330373,105
2021,North Dakota,595,595,Other (6(A)(vii)),36294,31
2021,North Dakota,610,610,Soil remediation (6(A)(vi),111,8
2021,North Dakota,612,612,Forest management (6(A)(iv)),,
2021,North Dakota,649,649,Structural (6(A)(i)),139,7
2021,North Dakota,E300EAP1,300,Existing Activity Payments,5139608,672
2021,North Dakota,E300EAP2,300,Existing Activity Payments,1159380,549
2021,North Dakota,E314A,314,Land Management (6(A)(ii)),,
2021,North Dakota,E315A,315,Land Management (6(A)(ii)),10674,28
2021,North Dakota,E328A,328,Vegetative (6(A)(iii),131515,18
2021,North Dakota,E328D,328,Vegetative (6(A)(iii),84637,155
2021,North Dakota,E328E,328,Vegetative (6(A)(iii),60165,25
2021,North Dakota,E328F,328,Vegetative (6(A)(iii),39904,9
2021,North Dakota,E328L,328,Vegetative (6(A)(iii),9840,4
2021,North Dakota,E328M,328,Vegetative (6(A)(iii),24207,5
2021,North Dakota,E329A,329,Soil remediation (6(A)(vi),51241,17
2021,North Dakota,E329C,329,Soil remediation (6(A)(vi),581,4
2021,North Dakota,E329D,329,Soil remediation (6(A)(vi),92409,38
2021,North Dakota,E329E,329,Soil remediation (6(A)(vi),20335,5
2021,North Dakota,E340A,340,Vegetative (6(A)(iii),197353,92
2021,North Dakota,E340B,340,Vegetative (6(A)(iii),91460,36
2021,North Dakota,E340C,340,Vegetative (6(A)(iii),28041,36
2021,North Dakota,E340E,340,Vegetative (6(A)(iii),53102,18
2021,North Dakota,E340F,340,Vegetative (6(A)(iii),232834,58
2021,North Dakota,E340H,340,Vegetative (6(A)(iii),6183,4
2021,North Dakota,E345A,345,Soil remediation (6(A)(vi),170728,39
2021,North Dakota,E345D,345,Soil remediation (6(A)(vi),219020,47
2021,North Dakota,E382A,382,Land Management (6(A)(ii)),,
2021,North Dakota,E386B,386,Vegetative (6(A)(iii),,
2021,North Dakota,E390B,390,Vegetative (6(A)(iii),,
2021,North Dakota,E449C,449,Structural (6(A)(i)),,
2021,North Dakota,E449D,449,Structural (6(A)(i)),,
2021,North Dakota,E511A,511,Forest management (6(A)(iv)),8340,12
2021,North Dakota,E511B,511,Forest management (6(A)(iv)),11904,13
2021,North Dakota,E512A,512,Vegetative (6(A)(iii),,
2021,North Dakota,E512C,512,Vegetative (6(A)(iii),6403,8
2021,North Dakota,E512D,512,Vegetative (6(A)(iii),3063,5
2021,North Dakota,E528D,528,Land Management (6(A)(ii)),3851,14
2021,North Dakota,E528E,528,Land Management (6(A)(ii)),161018,40
2021,North Dakota,E528G,528,Land Management (6(A)(ii)),14847,4
2021,North Dakota,E528J,528,Land Management (6(A)(ii)),20724,5
2021,North Dakota,E528L,528,Land Management (6(A)(ii)),319904,29
2021,North Dakota,E528N,528,Land Management (6(A)(ii)),4199,4
2021,North Dakota,E528Q,528,Land Management (6(A)(ii)),76499,59
2021,North Dakota,E528R,528,Land Management (6(A)(ii)),419895,12
2021,North Dakota,E590A,590,Structural (6(A)(i)),1558146,126
2021,North Dakota,E590B,590,Structural (6(A)(i)),1981988,147
2021,North Dakota,E595A,595,Other (6(A)(vii)),1451600,139
2021,North Dakota,E595B,595,Other (6(A)(vii)),273094,45
2021,North Dakota,E612A,612,Forest management (6(A)(iv)),,
2021,North Dakota,E612G,612,Forest management (6(A)(iv)),24586,5
2021,North Dakota,MINPAY,MINPAY,2014 Other Practices,2260,4
2021,Ohio,314,314,Land Management (6(A)(ii)),,
2021,Ohio,315,315,Land Management (6(A)(ii)),142,8
2021,Ohio,327,327,Vegetative (6(A)(iii),1289,26
2021,Ohio,333,333,Soil remediation (6(A)(vi),,
2021,Ohio,340,340,Vegetative (6(A)(iii),7735,17
2021,Ohio,382,382,Land Management (6(A)(ii)),,
2021,Ohio,386,386,Vegetative (6(A)(iii),456,8
2021,Ohio,393,393,Vegetative (6(A)(iii),,
2021,Ohio,484,484,Land Management (6(A)(ii)),,
2021,Ohio,490,490,Forest management (6(A)(iv)),39,4
2021,Ohio,512,512,Vegetative (6(A)(iii),1593,5
2021,Ohio,516,516,Structural (6(A)(i)),,
2021,Ohio,558,558,Structural (6(A)(i)),,
2021,Ohio,561,561,Land Management (6(A)(ii)),,
2021,Ohio,590,590,Structural (6(A)(i)),1183,4
2021,Ohio,606,606,Structural (6(A)(i)),,
2021,Ohio,612,612,Forest management (6(A)(iv)),1058,10
2021,Ohio,614,614,Structural (6(A)(i)),,
2021,Ohio,620,620,Structural (6(A)(i)),,
2021,Ohio,645,645,Land Management (6(A)(ii)),3,5
2021,Ohio,646,646,Land Management (6(A)(ii)),,
2021,Ohio,649,649,Structural (6(A)(i)),,
2021,Ohio,666,666,Forest management (6(A)(iv)),,
2021,Ohio,E300EAP1,300,Existing Activity Payments,1933610,1128
2021,Ohio,E300EAP2,300,Existing Activity Payments,2127300,819
2021,Ohio,E314A,314,Land Management (6(A)(ii)),7843,54
2021,Ohio,E315A,315,Land Management (6(A)(ii)),,
