Pay_year,state_code,State,practice_code,payments,StatutoryCategory
2021,8,Colorado,345,14197,Soil remediation (6(A)(vi))
2021,8,Colorado,386,1229,Vegetative (6(A)(iii))
2021,8,Colorado,449,559,Structural (6(A)(i))
2021,8,Colorado,511,410,Forest management (6(A)(iv))
2021,8,Colorado,528,28539,Land Management (6(A)(ii))
2021,8,Colorado,590,22986,Land Management (6(A)(ii))
2021,8,Colorado,595,26876,Other (6(A)(vii))
2021,8,Colorado,612,143,Forest management (6(A)(iv))
2021,8,Colorado,645,15055,Land Management (6(A)(ii))
2021,8,Colorado,649,89,Structural (6(A)(i))
2021,8,Colorado,650,284,Land Management (6(A)(ii))
2021,8,Colorado,AGLAND,12790,2014 Other Practices
2021,8,Colorado,B000,4405,Bundles
2021,8,Colorado,B000,55952,Bundles
2021,8,Colorado,CROP,599268,Cropland
2021,8,Colorado,E300,621811,Existing Activity Payments
2021,8,Colorado,E300,171150,Existing Activity Payments
2021,8,Colorado,E315,9939,Land Management (6(A)(ii))
2021,8,Colorado,E315,4575,Land Management (6(A)(ii))
2021,8,Colorado,E327,6111,Vegetative (6(A)(iii))
2021,8,Colorado,E327,8185,Vegetative (6(A)(iii))
2021,8,Colorado,E328,23824,Vegetative (6(A)(iii))
2021,8,Colorado,E328,6964,Vegetative (6(A)(iii))
2021,8,Colorado,E328,13641,Vegetative (6(A)(iii))
2021,8,Colorado,E328,7923,Vegetative (6(A)(iii))
2021,8,Colorado,E328,3993,Vegetative (6(A)(iii))
2021,8,Colorado,E329,15283,Soil remediation (6(A)(vi))
2021,8,Colorado,E340,1424,Vegetative (6(A)(iii))
2021,8,Colorado,E340,93,Vegetative (6(A)(iii))
2021,8,Colorado,E340,368,Vegetative (6(A)(iii))
2021,8,Colorado,E340,1708,Vegetative (6(A)(iii))
2021,8,Colorado,E345,2580,Soil remediation (6(A)(vi))
2021,8,Colorado,E345,8344,Soil remediation (6(A)(vi))
2021,8,Colorado,E345,1328,Soil remediation (6(A)(vi))
2021,8,Colorado,E345,9160,Soil remediation (6(A)(vi))
2021,8,Colorado,E382,815,Land Management (6(A)(ii))
2021,8,Colorado,E386,15602,Vegetative (6(A)(iii))
2021,8,Colorado,E386,11016,Vegetative (6(A)(iii))
2021,8,Colorado,E449,47594,Structural (6(A)(i))
2021,8,Colorado,E449,36948,Structural (6(A)(i))
2021,8,Colorado,E449,25931,Structural (6(A)(i))
2021,8,Colorado,E511,4312,Forest management (6(A)(iv))
2021,8,Colorado,E511,1297,Forest management (6(A)(iv))
2021,8,Colorado,E512,19,Vegetative (6(A)(iii))
2021,8,Colorado,E528,1208,Land Management (6(A)(ii))
2021,8,Colorado,E528,1841,Land Management (6(A)(ii))
2021,8,Colorado,E528,5726,Land Management (6(A)(ii))
2021,8,Colorado,E528,98,Land Management (6(A)(ii))
2021,8,Colorado,E528,124454,Land Management (6(A)(ii))
2021,8,Colorado,E528,933,Land Management (6(A)(ii))
2021,8,Colorado,E528,3373,Land Management (6(A)(ii))
2021,8,Colorado,E528,27515,Land Management (6(A)(ii))
2021,8,Colorado,E590,57967,Land Management (6(A)(ii))
2021,8,Colorado,E590,49306,Land Management (6(A)(ii))
2021,8,Colorado,E590,5995,Land Management (6(A)(ii))
2021,8,Colorado,E590,85252,Land Management (6(A)(ii))
2021,8,Colorado,E590,18521,Land Management (6(A)(ii))
2021,8,Colorado,E590,164584,Land Management (6(A)(ii))
2021,8,Colorado,E595,179092,Other (6(A)(vii))
2021,8,Colorado,E595,31602,Other (6(A)(vii))
2021,8,Colorado,E595,17951,Other (6(A)(vii))
2021,8,Colorado,E595,46276,Other (6(A)(vii))
2021,8,Colorado,E595,15399,Other (6(A)(vii))
2021,8,Colorado,E612,2752,Forest management (6(A)(iv))
2021,8,Colorado,E612,235,Forest management (6(A)(iv))
2021,8,Colorado,E645,4504,Land Management (6(A)(ii))
2021,8,Colorado,FARM,9573,2014 Other Practices
2021,8,Colorado,MINPAY,351,2014 Other Practices
2021,8,Colorado,RANGE,53540,Rangeland
2021,9,Connecticut,AGLAND,3505,2014 Other Practices
2021,9,Connecticut,CROP,3553,Cropland
2021,9,Connecticut,E300,6957,Existing Activity Payments
2021,9,Connecticut,E300,27900,Existing Activity Payments
2021,9,Connecticut,E329,2,Soil remediation (6(A)(vi))
2021,9,Connecticut,E340,3,Vegetative (6(A)(iii))
2021,9,Connecticut,E484,18,Land Management (6(A)(ii))
2021,9,Connecticut,E528,3,Land Management (6(A)(ii))
2021,9,Connecticut,MINPAY,236,2014 Other Practices
2021,9,Connecticut,PAST,6003,Pastureland
2021,10,Delaware,328,141,Vegetative (6(A)(iii))
2021,10,Delaware,329,196,Soil remediation (6(A)(vi))
2021,10,Delaware,386,28,Vegetative (6(A)(iii))
2021,10,Delaware,CROP,28336,Cropland
2021,10,Delaware,E300,36419,Existing Activity Payments
2021,10,Delaware,E300,11700,Existing Activity Payments
2021,10,Delaware,E328,864,Vegetative (6(A)(iii))
2021,10,Delaware,E340,1023,Vegetative (6(A)(iii))
2021,10,Delaware,E590,17678,Land Management (6(A)(ii))
2021,10,Delaware,E595,44946,Other (6(A)(vii))
2021,10,Delaware,E595,12206,Other (6(A)(vii))
2021,12,Florida,314,113,Land Management (6(A)(ii))
2021,12,Florida,315,6167,Land Management (6(A)(ii))
2021,12,Florida,327,566,Vegetative (6(A)(iii))
2021,12,Florida,340,227,Vegetative (6(A)(iii))
2021,12,Florida,394,334,Land Management (6(A)(ii))
2021,12,Florida,441,4167,Structural (6(A)(i))
2021,12,Florida,449,113,Structural (6(A)(i))
2021,12,Florida,512,6279,Vegetative (6(A)(iii))
2021,12,Florida,528,4843,Land Management (6(A)(ii))
2021,12,Florida,590,94,Land Management (6(A)(ii))
2021,12,Florida,595,2526,Other (6(A)(vii))
2021,12,Florida,666,201,Forest management (6(A)(iv))
2021,12,Florida,AGLAND,7425,2014 Other Practices
2021,12,Florida,CROP,32427,Cropland
2021,12,Florida,E300,472548,Existing Activity Payments
2021,12,Florida,E300,365704,Existing Activity Payments
2021,12,Florida,E314,15843,Land Management (6(A)(ii))
2021,12,Florida,E314,16496,Land Management (6(A)(ii))
2021,12,Florida,E315,5210,Land Management (6(A)(ii))
2021,12,Florida,E315,2626,Land Management (6(A)(ii))
2021,12,Florida,E315,25024,Land Management (6(A)(ii))
2021,12,Florida,E327,149,Vegetative (6(A)(iii))
2021,12,Florida,E328,535,Vegetative (6(A)(iii))
2021,12,Florida,E328,30916,Vegetative (6(A)(iii))
2021,12,Florida,E334,4924,Other (6(A)(vii))
2021,12,Florida,E338,12426,Land Management (6(A)(ii))
2021,12,Florida,E338,2553,Land Management (6(A)(ii))
2021,12,Florida,E340,11,Vegetative (6(A)(iii))
2021,12,Florida,E340,564,Vegetative (6(A)(iii))
2021,12,Florida,E381,370,Vegetative (6(A)(iii))
2021,12,Florida,E381,388,Vegetative (6(A)(iii))
2021,12,Florida,E382,261,Land Management (6(A)(ii))
2021,12,Florida,E472,46367,Land Management (6(A)(ii))
2021,12,Florida,E511,215,Forest management (6(A)(iv))
2021,12,Florida,E511,237,Forest management (6(A)(iv))
2021,12,Florida,E511,2441,Forest management (6(A)(iv))
2021,12,Florida,E512,97,Vegetative (6(A)(iii))
2021,12,Florida,E512,1245,Vegetative (6(A)(iii))
2021,12,Florida,E512,288,Vegetative (6(A)(iii))
2021,12,Florida,E512,2942,Vegetative (6(A)(iii))
2021,12,Florida,E512,1462,Vegetative (6(A)(iii))
2021,12,Florida,E512,10398,Vegetative (6(A)(iii))
2021,12,Florida,E528,9543,Land Management (6(A)(ii))
2021,12,Florida,E528,3782,Land Management (6(A)(ii))
2021,12,Florida,E528,366,Land Management (6(A)(ii))
2021,12,Florida,E528,9203,Land Management (6(A)(ii))
2021,12,Florida,E528,2658,Land Management (6(A)(ii))
2021,12,Florida,E528,2518,Land Management (6(A)(ii))
2021,12,Florida,E528,245222,Land Management (6(A)(ii))
2021,12,Florida,E528,13084,Land Management (6(A)(ii))
2021,12,Florida,E528,34122,Land Management (6(A)(ii))
2021,12,Florida,E590,1091,Land Management (6(A)(ii))
2021,12,Florida,E590,7528,Land Management (6(A)(ii))
2021,12,Florida,E590,4888,Land Management (6(A)(ii))
2021,12,Florida,E590,6030,Land Management (6(A)(ii))
2021,12,Florida,E595,813,Other (6(A)(vii))
2021,12,Florida,E595,1565,Other (6(A)(vii))
2021,12,Florida,E595,450,Other (6(A)(vii))
2021,12,Florida,E612,8339,Forest management (6(A)(iv))
2021,12,Florida,E666,7478,Forest management (6(A)(iv))
2021,12,Florida,E666,10504,Forest management (6(A)(iv))
2021,12,Florida,E666,46,Forest management (6(A)(iv))
2021,12,Florida,E666,7230,Forest management (6(A)(iv))
2021,12,Florida,E666,11300,Forest management (6(A)(iv))
2021,12,Florida,E666,35787,Forest management (6(A)(iv))
2021,12,Florida,E666,14020,Forest management (6(A)(iv))
2021,12,Florida,E666,291,Forest management (6(A)(iv))
2021,12,Florida,E666,4025,Forest management (6(A)(iv))
2021,12,Florida,FARM,6784,2014 Other Practices
2021,12,Florida,MINPAY,4287,2014 Other Practices
2021,12,Florida,NIPF,14013,NIPF
2021,12,Florida,PAST,61291,Pastureland
2021,12,Florida,RANGE,20765,Rangeland
2021,13,Georgia,314,11456,Land Management (6(A)(ii))
2021,13,Georgia,315,3527,Land Management (6(A)(ii))
2021,13,Georgia,327,4420,Vegetative (6(A)(iii))
2021,13,Georgia,328,37321,Vegetative (6(A)(iii))
2021,13,Georgia,329,3536,Soil remediation (6(A)(vi))
2021,13,Georgia,334,29431,Other (6(A)(vii))
2021,13,Georgia,338,9983,Land Management (6(A)(ii))
2021,13,Georgia,340,254750,Vegetative (6(A)(iii))
2021,13,Georgia,342,17,Vegetative (6(A)(iii))
2021,13,Georgia,345,39017,Soil remediation (6(A)(vi))
2021,13,Georgia,394,827,Land Management (6(A)(ii))
2021,13,Georgia,449,39636,Structural (6(A)(i))
2021,13,Georgia,490,1321,Forest management (6(A)(iv))
2021,13,Georgia,512,22934,Vegetative (6(A)(iii))
2021,13,Georgia,528,2671,Land Management (6(A)(ii))
2021,13,Georgia,590,16299,Land Management (6(A)(ii))
2021,13,Georgia,595,22847,Other (6(A)(vii))
2021,13,Georgia,612,1441,Forest management (6(A)(iv))
2021,13,Georgia,647,69,Land Management (6(A)(ii))
2021,13,Georgia,649,52,Structural (6(A)(i))
2021,13,Georgia,666,26407,Forest management (6(A)(iv))
2021,13,Georgia,AGLAND,22323,2014 Other Practices
2021,13,Georgia,CROP,622179,Cropland
2021,13,Georgia,E300,680216,Existing Activity Payments
2021,13,Georgia,E300,518242,Existing Activity Payments
2021,13,Georgia,E314,2984,Land Management (6(A)(ii))
2021,13,Georgia,E314,3509,Land Management (6(A)(ii))
2021,13,Georgia,E314,11624,Land Management (6(A)(ii))
2021,13,Georgia,E315,24692,Land Management (6(A)(ii))
2021,13,Georgia,E315,411,Land Management (6(A)(ii))
2021,13,Georgia,E315,1061,Land Management (6(A)(ii))
2021,13,Georgia,E315,28127,Land Management (6(A)(ii))
2021,13,Georgia,E327,1344,Vegetative (6(A)(iii))
2021,13,Georgia,E327,21154,Vegetative (6(A)(iii))
2021,13,Georgia,E327,3279,Vegetative (6(A)(iii))
2021,13,Georgia,E327,3960,Vegetative (6(A)(iii))
2021,13,Georgia,E327,791,Vegetative (6(A)(iii))
2021,13,Georgia,E327,849,Vegetative (6(A)(iii))
2021,13,Georgia,E328,43504,Vegetative (6(A)(iii))
2021,13,Georgia,E328,3383,Vegetative (6(A)(iii))
2021,13,Georgia,E328,10998,Vegetative (6(A)(iii))
2021,13,Georgia,E328,10,Vegetative (6(A)(iii))
2021,13,Georgia,E328,2230,Vegetative (6(A)(iii))
2021,13,Georgia,E328,53346,Vegetative (6(A)(iii))
2021,13,Georgia,E328,182128,Vegetative (6(A)(iii))
2021,13,Georgia,E328,596,Vegetative (6(A)(iii))
2021,13,Georgia,E329,667,Soil remediation (6(A)(vi))
2021,13,Georgia,E329,22282,Soil remediation (6(A)(vi))
2021,13,Georgia,E329,3344,Soil remediation (6(A)(vi))
2021,13,Georgia,E329,10520,Soil remediation (6(A)(vi))
2021,13,Georgia,E329,1733,Soil remediation (6(A)(vi))
2021,13,Georgia,E329,2486,Soil remediation (6(A)(vi))
2021,13,Georgia,E334,47816,Other (6(A)(vii))
2021,13,Georgia,E334,13119,Other (6(A)(vii))
2021,13,Georgia,E338,245126,Land Management (6(A)(ii))
2021,13,Georgia,E338,54839,Land Management (6(A)(ii))
2021,13,Georgia,E338,100348,Land Management (6(A)(ii))
2021,13,Georgia,E338,282280,Land Management (6(A)(ii))
2021,13,Georgia,E340,78009,Vegetative (6(A)(iii))
2021,13,Georgia,E340,22142,Vegetative (6(A)(iii))
2021,13,Georgia,E340,3183,Vegetative (6(A)(iii))
2021,13,Georgia,E340,2241,Vegetative (6(A)(iii))
2021,13,Georgia,E340,51908,Vegetative (6(A)(iii))
2021,13,Georgia,E340,6865,Vegetative (6(A)(iii))
2021,13,Georgia,E340,4203,Vegetative (6(A)(iii))
2021,13,Georgia,E340,5188,Vegetative (6(A)(iii))
2021,13,Georgia,E340,61261,Vegetative (6(A)(iii))
2021,13,Georgia,E340,5278,Vegetative (6(A)(iii))
2021,13,Georgia,E340,83160,Vegetative (6(A)(iii))
2021,13,Georgia,E340,30432,Vegetative (6(A)(iii))
2021,13,Georgia,E340,7112,Vegetative (6(A)(iii))
2021,13,Georgia,E340,64947,Vegetative (6(A)(iii))
2021,13,Georgia,E340,10768,Vegetative (6(A)(iii))
2021,13,Georgia,E345,118966,Soil remediation (6(A)(vi))
2021,13,Georgia,E345,5539,Soil remediation (6(A)(vi))
2021,13,Georgia,E382,180,Land Management (6(A)(ii))
2021,13,Georgia,E382,310,Land Management (6(A)(ii))
2021,13,Georgia,E386,3320,Vegetative (6(A)(iii))
2021,13,Georgia,E391,78629,Forest management (6(A)(iv))
2021,13,Georgia,E391,2907,Forest management (6(A)(iv))
2021,13,Georgia,E391,58282,Forest management (6(A)(iv))
2021,13,Georgia,E449,69953,Structural (6(A)(i))
2021,13,Georgia,E449,38380,Structural (6(A)(i))
2021,13,Georgia,E449,10294,Structural (6(A)(i))
2021,13,Georgia,E449,582864,Structural (6(A)(i))
2021,13,Georgia,E472,6310,Land Management (6(A)(ii))
2021,13,Georgia,E511,5752,Forest management (6(A)(iv))
2021,13,Georgia,E512,2131,Vegetative (6(A)(iii))
2021,13,Georgia,E512,249,Vegetative (6(A)(iii))
2021,13,Georgia,E512,21738,Vegetative (6(A)(iii))
2021,13,Georgia,E512,59,Vegetative (6(A)(iii))
2021,13,Georgia,E512,235,Vegetative (6(A)(iii))
2021,13,Georgia,E512,23359,Vegetative (6(A)(iii))
2021,13,Georgia,E512,37962,Vegetative (6(A)(iii))
2021,13,Georgia,E528,1045,Land Management (6(A)(ii))
2021,13,Georgia,E528,1173,Land Management (6(A)(ii))
2021,13,Georgia,E528,2308,Land Management (6(A)(ii))
2021,13,Georgia,E528,237,Land Management (6(A)(ii))
2021,13,Georgia,E528,413,Land Management (6(A)(ii))
2021,13,Georgia,E528,13104,Land Management (6(A)(ii))
2021,13,Georgia,E528,393,Land Management (6(A)(ii))
2021,13,Georgia,E528,239,Land Management (6(A)(ii))
2021,13,Georgia,E528,197,Land Management (6(A)(ii))
2021,13,Georgia,E528,22764,Land Management (6(A)(ii))
2021,13,Georgia,E578,7167,Structural (6(A)(i))
2021,13,Georgia,E590,376901,Land Management (6(A)(ii))
2021,13,Georgia,E590,106716,Land Management (6(A)(ii))
2021,13,Georgia,E590,126163,Land Management (6(A)(ii))
2021,13,Georgia,E590,1116,Land Management (6(A)(ii))
2021,13,Georgia,E590,105775,Land Management (6(A)(ii))
2021,13,Georgia,E590,307974,Land Management (6(A)(ii))
2021,13,Georgia,E590,14946,Land Management (6(A)(ii))
2021,13,Georgia,E595,40809,Other (6(A)(vii))
2021,13,Georgia,E595,121254,Other (6(A)(vii))
2021,13,Georgia,E612,273180,Forest management (6(A)(iv))
2021,13,Georgia,E612,43967,Forest management (6(A)(iv))
2021,13,Georgia,E612,9463,Forest management (6(A)(iv))
2021,13,Georgia,E612,52092,Forest management (6(A)(iv))
2021,13,Georgia,E612,13,Forest management (6(A)(iv))
2021,13,Georgia,E612,27790,Forest management (6(A)(iv))
2021,13,Georgia,E645,3481,Land Management (6(A)(ii))
2021,13,Georgia,E645,20855,Land Management (6(A)(ii))
2021,13,Georgia,E666,2900,Forest management (6(A)(iv))
2021,13,Georgia,E666,13546,Forest management (6(A)(iv))
2021,13,Georgia,E666,82663,Forest management (6(A)(iv))
2021,13,Georgia,E666,37376,Forest management (6(A)(iv))
2021,13,Georgia,E666,11414,Forest management (6(A)(iv))
2021,13,Georgia,E666,5980,Forest management (6(A)(iv))
2021,13,Georgia,E666,72850,Forest management (6(A)(iv))
2021,13,Georgia,E666,10503,Forest management (6(A)(iv))
2021,13,Georgia,E666,5812,Forest management (6(A)(iv))
2021,13,Georgia,E666,11624,Forest management (6(A)(iv))
2021,13,Georgia,E666,63715,Forest management (6(A)(iv))
2021,13,Georgia,E666,11865,Forest management (6(A)(iv))
2021,13,Georgia,E666,15497,Forest management (6(A)(iv))
2021,13,Georgia,E666,220807,Forest management (6(A)(iv))
2021,13,Georgia,E666,24819,Forest management (6(A)(iv))
2021,13,Georgia,E666,101432,Forest management (6(A)(iv))
2021,13,Georgia,E666,27489,Forest management (6(A)(iv))
2021,13,Georgia,E666,629,Forest management (6(A)(iv))
2021,13,Georgia,E666,16916,Forest management (6(A)(iv))
2021,13,Georgia,E666,115110,Forest management (6(A)(iv))
2021,13,Georgia,FARM,2503,2014 Other Practices
2021,13,Georgia,MINPAY,11386,2014 Other Practices
2021,13,Georgia,NIPF,186791,NIPF
2021,13,Georgia,PAST,103874,Pastureland
2021,15,Hawaii,315,125,Land Management (6(A)(ii))
2021,15,Hawaii,340,46,Vegetative (6(A)(iii))
2021,15,Hawaii,484,345,Land Management (6(A)(ii))
2021,15,Hawaii,528,1000,Land Management (6(A)(ii))
2021,15,Hawaii,590,6,Land Management (6(A)(ii))
2021,15,Hawaii,612,48,Forest management (6(A)(iv))
2021,15,Hawaii,650,4795,Land Management (6(A)(ii))
2021,15,Hawaii,660,6258,Forest management (6(A)(iv))
2021,15,Hawaii,AGLAND,30896,2014 Other Practices
2021,15,Hawaii,CROP,36654,Cropland
2021,15,Hawaii,E300,7554,Existing Activity Payments
2021,15,Hawaii,E300,169800,Existing Activity Payments
2021,15,Hawaii,E327,167,Vegetative (6(A)(iii))
2021,15,Hawaii,E528,14460,Land Management (6(A)(ii))
2021,15,Hawaii,E590,63,Land Management (6(A)(ii))
2021,15,Hawaii,E612,152,Forest management (6(A)(iv))
2021,15,Hawaii,E612,165,Forest management (6(A)(iv))
2021,15,Hawaii,E612,262,Forest management (6(A)(iv))
2021,15,Hawaii,E612,154,Forest management (6(A)(iv))
2021,15,Hawaii,E612,421,Forest management (6(A)(iv))
2021,15,Hawaii,FARM,41730,2014 Other Practices
2021,15,Hawaii,MINPAY,3021,2014 Other Practices
2021,15,Hawaii,NIPF,2804,NIPF
2021,15,Hawaii,PAST,5127,Pastureland
2021,16,Idaho,315,13376,Land Management (6(A)(ii))
2021,16,Idaho,327,221,Vegetative (6(A)(iii))
2021,16,Idaho,328,2320,Vegetative (6(A)(iii))
2021,16,Idaho,340,1769,Vegetative (6(A)(iii))
2021,16,Idaho,342,1,Vegetative (6(A)(iii))
2021,16,Idaho,345,137,Soil remediation (6(A)(vi))
2021,16,Idaho,384,23,Forest management (6(A)(iv))
2021,16,Idaho,386,66,Vegetative (6(A)(iii))
2021,16,Idaho,449,104,Structural (6(A)(i))
2021,16,Idaho,511,392,Forest management (6(A)(iv))
2021,16,Idaho,512,1211,Vegetative (6(A)(iii))
2021,16,Idaho,516,6,Structural (6(A)(i))
2021,16,Idaho,590,11,Land Management (6(A)(ii))
2021,16,Idaho,614,1,Structural (6(A)(i))
2021,16,Idaho,645,26,Land Management (6(A)(ii))
2021,16,Idaho,647,9,Land Management (6(A)(ii))
2021,16,Idaho,649,111,Structural (6(A)(i))
2021,16,Idaho,666,99,Forest management (6(A)(iv))
2021,16,Idaho,AGLAND,30282,2014 Other Practices
2021,16,Idaho,CROP,214370,Cropland
2021,16,Idaho,E300,524298,Existing Activity Payments
2021,16,Idaho,E300,194000,Existing Activity Payments
2021,16,Idaho,E327,31,Vegetative (6(A)(iii))
2021,16,Idaho,E327,31,Vegetative (6(A)(iii))
2021,16,Idaho,E328,7078,Vegetative (6(A)(iii))
2021,16,Idaho,E328,1372,Vegetative (6(A)(iii))
2021,16,Idaho,E340,6951,Vegetative (6(A)(iii))
2021,16,Idaho,E340,458,Vegetative (6(A)(iii))
2021,16,Idaho,E374,89770,Other (6(A)(vii))
2021,16,Idaho,E449,65,Structural (6(A)(i))
2021,16,Idaho,E449,5308,Structural (6(A)(i))
2021,16,Idaho,E511,284,Forest management (6(A)(iv))
2021,16,Idaho,E512,3625,Vegetative (6(A)(iii))
2021,16,Idaho,E528,29467,Land Management (6(A)(ii))
2021,16,Idaho,FARM,25538,2014 Other Practices
2021,16,Idaho,MINPAY,258,2014 Other Practices
2021,16,Idaho,NIPF,1830,NIPF
2021,16,Idaho,PAST,24759,Pastureland
2021,16,Idaho,RANGE,17633,Rangeland
2021,17,Illinois,314,20403,Land Management (6(A)(ii))
2021,17,Illinois,315,13322,Land Management (6(A)(ii))
2021,17,Illinois,327,2301,Vegetative (6(A)(iii))
2021,17,Illinois,328,4125,Vegetative (6(A)(iii))
2021,17,Illinois,329,10832,Soil remediation (6(A)(vi))
2021,17,Illinois,338,177,Land Management (6(A)(ii))
2021,17,Illinois,340,114213,Vegetative (6(A)(iii))
2021,17,Illinois,342,13,Vegetative (6(A)(iii))
2021,17,Illinois,345,4881,Soil remediation (6(A)(vi))
2021,17,Illinois,386,374,Vegetative (6(A)(iii))
2021,17,Illinois,393,126,Vegetative (6(A)(iii))
2021,17,Illinois,394,12,Land Management (6(A)(ii))
2021,17,Illinois,490,364,Forest management (6(A)(iv))
2021,17,Illinois,511,325,Forest management (6(A)(iv))
2021,17,Illinois,512,8668,Vegetative (6(A)(iii))
2021,17,Illinois,516,206,Structural (6(A)(i))
2021,17,Illinois,528,933,Land Management (6(A)(ii))
2021,17,Illinois,561,53,Land Management (6(A)(ii))
2021,17,Illinois,590,15062,Land Management (6(A)(ii))
2021,17,Illinois,595,16727,Other (6(A)(vii))
2021,17,Illinois,612,730,Forest management (6(A)(iv))
2021,17,Illinois,614,148,Structural (6(A)(i))
2021,17,Illinois,643,183,Land Management (6(A)(ii))
2021,17,Illinois,649,946,Structural (6(A)(i))
2021,17,Illinois,666,5740,Forest management (6(A)(iv))
2021,17,Illinois,AGLAND,20507,2014 Other Practices
2021,17,Illinois,CROP,565939,Cropland
2021,17,Illinois,E300,2001959,Existing Activity Payments
2021,17,Illinois,E300,533296,Existing Activity Payments
2021,17,Illinois,E314,5835,Land Management (6(A)(ii))
2021,17,Illinois,E314,51,Land Management (6(A)(ii))
2021,17,Illinois,E314,1104,Land Management (6(A)(ii))
2021,17,Illinois,E315,21849,Land Management (6(A)(ii))
2021,17,Illinois,E315,504,Land Management (6(A)(ii))
2021,17,Illinois,E327,3009,Vegetative (6(A)(iii))
2021,17,Illinois,E327,67114,Vegetative (6(A)(iii))
2021,17,Illinois,E327,766,Vegetative (6(A)(iii))
2021,17,Illinois,E327,742,Vegetative (6(A)(iii))
2021,17,Illinois,E327,11474,Vegetative (6(A)(iii))
2021,17,Illinois,E328,10941,Vegetative (6(A)(iii))
2021,17,Illinois,E328,11106,Vegetative (6(A)(iii))
2021,17,Illinois,E328,45542,Vegetative (6(A)(iii))
2021,17,Illinois,E328,2915,Vegetative (6(A)(iii))
2021,17,Illinois,E328,1032,Vegetative (6(A)(iii))
2021,17,Illinois,E328,34758,Vegetative (6(A)(iii))
2021,17,Illinois,E328,8914,Vegetative (6(A)(iii))
2021,17,Illinois,E328,6361,Vegetative (6(A)(iii))
2021,17,Illinois,E328,1876,Vegetative (6(A)(iii))
2021,17,Illinois,E328,1851,Vegetative (6(A)(iii))
2021,17,Illinois,E328,9103,Vegetative (6(A)(iii))
2021,17,Illinois,E328,27628,Vegetative (6(A)(iii))
2021,17,Illinois,E329,901,Soil remediation (6(A)(vi))
2021,17,Illinois,E329,2940,Soil remediation (6(A)(vi))
2021,17,Illinois,E329,1321,Soil remediation (6(A)(vi))
2021,17,Illinois,E329,4176,Soil remediation (6(A)(vi))
2021,17,Illinois,E329,4678,Soil remediation (6(A)(vi))
2021,17,Illinois,E338,759,Land Management (6(A)(ii))
2021,17,Illinois,E340,21748,Vegetative (6(A)(iii))
2021,17,Illinois,E340,4770,Vegetative (6(A)(iii))
2021,17,Illinois,E340,2738,Vegetative (6(A)(iii))
2021,17,Illinois,E340,22872,Vegetative (6(A)(iii))
2021,17,Illinois,E340,18451,Vegetative (6(A)(iii))
2021,17,Illinois,E340,13288,Vegetative (6(A)(iii))
2021,17,Illinois,E340,522,Vegetative (6(A)(iii))
2021,17,Illinois,E340,2618,Vegetative (6(A)(iii))
2021,17,Illinois,E340,5856,Vegetative (6(A)(iii))
2021,17,Illinois,E340,307,Vegetative (6(A)(iii))
2021,17,Illinois,E340,5294,Vegetative (6(A)(iii))
2021,17,Illinois,E345,1437,Soil remediation (6(A)(vi))
2021,17,Illinois,E345,486,Soil remediation (6(A)(vi))
2021,17,Illinois,E345,11066,Soil remediation (6(A)(vi))
2021,17,Illinois,E386,3362,Vegetative (6(A)(iii))
2021,17,Illinois,E393,565,Vegetative (6(A)(iii))
2021,17,Illinois,E393,5445,Vegetative (6(A)(iii))
2021,17,Illinois,E511,624,Forest management (6(A)(iv))
2021,17,Illinois,E511,569,Forest management (6(A)(iv))
2021,17,Illinois,E511,2015,Forest management (6(A)(iv))
2021,17,Illinois,E528,26,Land Management (6(A)(ii))
2021,17,Illinois,E590,119416,Land Management (6(A)(ii))
2021,17,Illinois,E590,31964,Land Management (6(A)(ii))
2021,17,Illinois,E590,4226,Land Management (6(A)(ii))
2021,17,Illinois,E590,39167,Land Management (6(A)(ii))
2021,17,Illinois,E590,56506,Land Management (6(A)(ii))
2021,17,Illinois,E590,26039,Land Management (6(A)(ii))
2021,17,Illinois,E595,42077,Other (6(A)(vii))
2021,17,Illinois,E595,49137,Other (6(A)(vii))
2021,17,Illinois,E612,584,Forest management (6(A)(iv))
2021,17,Illinois,E612,9094,Forest management (6(A)(iv))
2021,17,Illinois,E612,1563,Forest management (6(A)(iv))
2021,17,Illinois,E612,58,Forest management (6(A)(iv))
2021,17,Illinois,E612,206,Forest management (6(A)(iv))
2021,17,Illinois,E612,16,Forest management (6(A)(iv))
2021,17,Illinois,E666,88890,Forest management (6(A)(iv))
2021,17,Illinois,E666,9197,Forest management (6(A)(iv))
2021,17,Illinois,E666,3093,Forest management (6(A)(iv))
2021,17,Illinois,E666,2854,Forest management (6(A)(iv))
2021,17,Illinois,E666,8665,Forest management (6(A)(iv))
2021,17,Illinois,E666,10274,Forest management (6(A)(iv))
2021,17,Illinois,FARM,21546,2014 Other Practices
2021,17,Illinois,MINPAY,6780,2014 Other Practices
2021,17,Illinois,NIPF,74882,NIPF
2021,17,Illinois,PAST,26503,Pastureland
2021,18,Indiana,314,371,Land Management (6(A)(ii))
2021,18,Indiana,315,1261,Land Management (6(A)(ii))
2021,18,Indiana,319,329,Structural (6(A)(i))
2021,18,Indiana,340,4597,Vegetative (6(A)(iii))
2021,18,Indiana,342,6,Vegetative (6(A)(iii))
2021,18,Indiana,386,35,Vegetative (6(A)(iii))
2021,18,Indiana,390,77,Vegetative (6(A)(iii))
