Pay_year,State,full_practice_code,practice_code,category_name,payments,practice_instance_count
2018,Montana,550,550,Vegetative (6(A)(iii),159911,13
2018,Montana,558,558,Structural (6(A)(i)),,
2018,Montana,560,560,Land Management (6(A)(ii)),,
2018,Montana,561,561,Land Management (6(A)(ii)),56131,4
2018,Montana,574,574,Other (6(A)(vii)),45843,17
2018,Montana,575,575,Land Management (6(A)(ii)),,
2018,Montana,576,576,Structural (6(A)(i)),88767,18
2018,Montana,587,587,Structural (6(A)(i)),430748,157
2018,Montana,590,590,Land Management (6(A)(ii)),122926,83
2018,Montana,595,595,Other (6(A)(vii)),2204,4
2018,Montana,610,610,Soil remediation (6(A)(vi),40973,5
2018,Montana,612,612,Forest management (6(A)(iv)),45212,33
2018,Montana,614,614,Structural (6(A)(i)),1083783,383
2018,Montana,635,635,Vegetative (6(A)(iii),,
2018,Montana,642,642,Structural (6(A)(i)),773993,43
2018,Montana,645,645,Land Management (6(A)(ii)),124898,35
2018,Montana,649,649,Structural (6(A)(i)),34746,78
2018,Montana,660,660,Forest management (6(A)(iv)),23999,29
2018,Montana,666,666,Forest management (6(A)(iv)),821669,193
2018,Montana,670,670,Other (6(A)(vii)),5821,6
2018,Montana,770,770,Structural (6(A)(i)),,
2018,Nebraska,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),359766,38
2018,Nebraska,112,112,Resource-conserving crop rotatation (6(B)(ii),29914,27
2018,Nebraska,138,138,other (6(B)(vi)),,
2018,Nebraska,313,313,Structural (6(A)(i)),452687,6
2018,Nebraska,314,314,Land Management (6(A)(ii)),1320379,340
2018,Nebraska,315,315,Land Management (6(A)(ii)),8158,20
2018,Nebraska,316,316,Structural (6(A)(i)),,
2018,Nebraska,325,325,Structural (6(A)(i)),114860,16
2018,Nebraska,327,327,Vegetative (6(A)(iii),222307,41
2018,Nebraska,328,328,Vegetative (6(A)(iii),1537781,284
2018,Nebraska,329,329,Soil remediation (6(A)(vi),73858,35
2018,Nebraska,338,338,Land Management (6(A)(ii)),322478,115
2018,Nebraska,340,340,Vegetative (6(A)(iii),3379473,639
2018,Nebraska,342,342,Vegetative (6(A)(iii),61862,150
2018,Nebraska,351,351,Other (6(A)(vii)),18116,21
2018,Nebraska,362,362,Structural (6(A)(i)),29601,7
2018,Nebraska,367,367,Structural (6(A)(i)),,
2018,Nebraska,372,372,Structural (6(A)(i)),,
2018,Nebraska,378,378,Structural (6(A)(i)),68077,6
2018,Nebraska,380,380,Vegetative (6(A)(iii),90695,70
2018,Nebraska,382,382,Land Management (6(A)(ii)),1231709,281
2018,Nebraska,383,383,Forest management (6(A)(iv)),221199,28
2018,Nebraska,384,384,Forest management (6(A)(iv)),,
2018,Nebraska,386,386,Vegetative (6(A)(iii),9792,4
2018,Nebraska,393,393,Vegetative (6(A)(iii),,
2018,Nebraska,394,394,Land Management (6(A)(ii)),16301,61
2018,Nebraska,410,410,Land Management (6(A)(ii)),100511,6
2018,Nebraska,412,412,Vegetative (6(A)(iii),318651,55
2018,Nebraska,430,430,Structural (6(A)(i)),370160,52
2018,Nebraska,441,441,Structural (6(A)(i)),1223312,30
2018,Nebraska,442,442,Structural (6(A)(i)),2047311,63
2018,Nebraska,449,449,Structural (6(A)(i)),915690,554
2018,Nebraska,472,472,Land Management (6(A)(ii)),,
2018,Nebraska,484,484,Land Management (6(A)(ii)),68896,50
2018,Nebraska,490,490,Forest management (6(A)(iv)),2894,22
2018,Nebraska,500,500,Land Management (6(A)(ii)),,
2018,Nebraska,512,512,Vegetative (6(A)(iii),337215,53
2018,Nebraska,516,516,Structural (6(A)(i)),2016258,268
2018,Nebraska,520,520,Structural (6(A)(i)),,
2018,Nebraska,528,528,Land Management (6(A)(ii)),1256545,176
2018,Nebraska,533,533,Structural (6(A)(i)),1507926,248
2018,Nebraska,550,550,Vegetative (6(A)(iii),43089,9
2018,Nebraska,561,561,Land Management (6(A)(ii)),32759,16
2018,Nebraska,574,574,Other (6(A)(vii)),,
2018,Nebraska,578,578,Structural (6(A)(i)),,
2018,Nebraska,587,587,Structural (6(A)(i)),64123,51
2018,Nebraska,590,590,Land Management (6(A)(ii)),261692,48
2018,Nebraska,595,595,Other (6(A)(vii)),109112,15
2018,Nebraska,600,600,Structural (6(A)(i)),1653324,243
2018,Nebraska,606,606,Structural (6(A)(i)),,
2018,Nebraska,612,612,Forest management (6(A)(iv)),8725,9
2018,Nebraska,614,614,Structural (6(A)(i)),1392720,467
2018,Nebraska,620,620,Structural (6(A)(i)),1211839,211
2018,Nebraska,632,632,Structural (6(A)(i)),,
2018,Nebraska,634,634,Structural (6(A)(i)),,
2018,Nebraska,638,638,Structural (6(A)(i)),173229,47
2018,Nebraska,642,642,Structural (6(A)(i)),743523,180
2018,Nebraska,645,645,Land Management (6(A)(ii)),179770,37
2018,Nebraska,650,650,Land Management (6(A)(ii)),34366,12
2018,Nebraska,657,657,Structural (6(A)(i)),76501,5
2018,Nebraska,666,666,Forest management (6(A)(iv)),216825,25
2018,Nevada,138,138,other (6(B)(vi)),,
2018,Nevada,314,314,Land Management (6(A)(ii)),50997,13
2018,Nevada,315,315,Land Management (6(A)(ii)),18200,4
2018,Nevada,325,325,Structural (6(A)(i)),130731,16
2018,Nevada,382,382,Land Management (6(A)(ii)),333308,26
2018,Nevada,388,388,Structural (6(A)(i)),,
2018,Nevada,410,410,Land Management (6(A)(ii)),,
2018,Nevada,428,428,Structural (6(A)(i)),,
2018,Nevada,430,430,Structural (6(A)(i)),2560625,75
2018,Nevada,442,442,Structural (6(A)(i)),2430462,51
2018,Nevada,449,449,Structural (6(A)(i)),97628,94
2018,Nevada,464,464,Land Management (6(A)(ii)),14147,5
2018,Nevada,512,512,Vegetative (6(A)(iii),9337,6
2018,Nevada,516,516,Structural (6(A)(i)),247691,15
2018,Nevada,528,528,Land Management (6(A)(ii)),28507,12
2018,Nevada,533,533,Structural (6(A)(i)),323821,22
2018,Nevada,550,550,Vegetative (6(A)(iii),123586,9
2018,Nevada,574,574,Other (6(A)(vii)),,
2018,Nevada,587,587,Structural (6(A)(i)),677760,159
2018,Nevada,607,607,Structural (6(A)(i)),,
2018,Nevada,614,614,Structural (6(A)(i)),46909,17
2018,Nevada,642,642,Structural (6(A)(i)),,
2018,Nevada,644,644,Land Management (6(A)(ii)),,
2018,Nevada,645,645,Land Management (6(A)(ii)),116622,14
2018,Nevada,658,658,Structural (6(A)(i)),,
2018,New Hampshire,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),,
2018,New Hampshire,104,104,Comprehensive Nutrient Mgt. (6(B)(i)),,
2018,New Hampshire,106,106,other (6(B)(vi)),130315,61
2018,New Hampshire,142,142,other (6(B)(vi)),,
2018,New Hampshire,146,146,other (6(B)(vi)),11017,4
2018,New Hampshire,313,313,Structural (6(A)(i)),50102,4
2018,New Hampshire,314,314,Land Management (6(A)(ii)),175128,27
2018,New Hampshire,315,315,Land Management (6(A)(ii)),9100,8
2018,New Hampshire,325,325,Structural (6(A)(i)),394373,38
2018,New Hampshire,327,327,Vegetative (6(A)(iii),2444,8
2018,New Hampshire,328,328,Vegetative (6(A)(iii),33796,42
2018,New Hampshire,340,340,Vegetative (6(A)(iii),248744,45
2018,New Hampshire,342,342,Vegetative (6(A)(iii),4203,7
2018,New Hampshire,345,345,Soil remediation (6(A)(vi),8942,17
2018,New Hampshire,355,355,Other (6(A)(vii)),,
2018,New Hampshire,372,372,Structural (6(A)(i)),47817,5
2018,New Hampshire,374,374,Other (6(A)(vii)),,
2018,New Hampshire,382,382,Land Management (6(A)(ii)),52198,21
2018,New Hampshire,391,391,Forest management (6(A)(iv)),52521,8
2018,New Hampshire,393,393,Vegetative (6(A)(iii),,
2018,New Hampshire,395,395,Land Management (6(A)(ii)),648881,12
2018,New Hampshire,396,396,Structural (6(A)(i)),,
2018,New Hampshire,410,410,Land Management (6(A)(ii)),,
2018,New Hampshire,430,430,Structural (6(A)(i)),3996,4
2018,New Hampshire,436,436,Structural (6(A)(i)),,
2018,New Hampshire,441,441,Structural (6(A)(i)),29120,6
2018,New Hampshire,443,443,Structural (6(A)(i)),,
2018,New Hampshire,449,449,Structural (6(A)(i)),4632,14
2018,New Hampshire,468,468,Structural (6(A)(i)),,
2018,New Hampshire,472,472,Land Management (6(A)(ii)),,
2018,New Hampshire,484,484,Land Management (6(A)(ii)),2494,11
2018,New Hampshire,490,490,Forest management (6(A)(iv)),4500,7
2018,New Hampshire,500,500,Land Management (6(A)(ii)),,
2018,New Hampshire,512,512,Vegetative (6(A)(iii),197400,23
2018,New Hampshire,516,516,Structural (6(A)(i)),,
2018,New Hampshire,528,528,Land Management (6(A)(ii)),24407,22
2018,New Hampshire,533,533,Structural (6(A)(i)),6435,4
2018,New Hampshire,558,558,Structural (6(A)(i)),3240,4
2018,New Hampshire,560,560,Land Management (6(A)(ii)),71982,10
2018,New Hampshire,561,561,Land Management (6(A)(ii)),45099,10
2018,New Hampshire,574,574,Other (6(A)(vii)),,
2018,New Hampshire,575,575,Land Management (6(A)(ii)),,
2018,New Hampshire,578,578,Structural (6(A)(i)),,
2018,New Hampshire,580,580,Structural (6(A)(i)),,
2018,New Hampshire,587,587,Structural (6(A)(i)),4319,4
2018,New Hampshire,590,590,Land Management (6(A)(ii)),24602,10
2018,New Hampshire,606,606,Structural (6(A)(i)),,
2018,New Hampshire,612,612,Forest management (6(A)(iv)),5684,5
2018,New Hampshire,614,614,Structural (6(A)(i)),,
2018,New Hampshire,620,620,Structural (6(A)(i)),5087,4
2018,New Hampshire,634,634,Structural (6(A)(i)),,
2018,New Hampshire,642,642,Structural (6(A)(i)),,
2018,New Hampshire,643,643,Land Management (6(A)(ii)),,
2018,New Hampshire,645,645,Land Management (6(A)(ii)),997,5
2018,New Hampshire,647,647,Land Management (6(A)(ii)),,
2018,New Hampshire,649,649,Structural (6(A)(i)),,
2018,New Hampshire,655,655,Forest management (6(A)(iv)),150011,24
2018,New Hampshire,666,666,Forest management (6(A)(iv)),225922,38
2018,New Jersey,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),28067,4
2018,New Jersey,104,104,Comprehensive Nutrient Mgt. (6(B)(i)),20607,6
2018,New Jersey,106,106,other (6(B)(vi)),129612,89
2018,New Jersey,128,128,other (6(B)(vi)),,
2018,New Jersey,138,138,other (6(B)(vi)),,
2018,New Jersey,309,309,Structural (6(A)(i)),,
2018,New Jersey,313,313,Structural (6(A)(i)),208466,4
2018,New Jersey,314,314,Land Management (6(A)(ii)),59173,71
2018,New Jersey,315,315,Land Management (6(A)(ii)),5600,9
2018,New Jersey,317,317,Structural (6(A)(i)),,
2018,New Jersey,319,319,Structural (6(A)(i)),,
2018,New Jersey,325,325,Structural (6(A)(i)),193770,22
2018,New Jersey,327,327,Vegetative (6(A)(iii),9240,17
2018,New Jersey,329,329,Soil remediation (6(A)(vi),21235,6
2018,New Jersey,332,332,Land Management (6(A)(ii)),,
2018,New Jersey,333,333,Soil remediation (6(A)(vi),,
2018,New Jersey,338,338,Land Management (6(A)(ii)),,
2018,New Jersey,340,340,Vegetative (6(A)(iii),1106318,161
2018,New Jersey,342,342,Vegetative (6(A)(iii),1662,11
2018,New Jersey,345,345,Soil remediation (6(A)(vi),25880,9
2018,New Jersey,360,360,Structural (6(A)(i)),,
2018,New Jersey,362,362,Structural (6(A)(i)),2252,7
2018,New Jersey,367,367,Structural (6(A)(i)),182552,6
2018,New Jersey,380,380,Vegetative (6(A)(iii),,
2018,New Jersey,382,382,Land Management (6(A)(ii)),119745,31
2018,New Jersey,386,386,Vegetative (6(A)(iii),,
2018,New Jersey,395,395,Land Management (6(A)(ii)),383347,6
2018,New Jersey,410,410,Land Management (6(A)(ii)),,
2018,New Jersey,412,412,Vegetative (6(A)(iii),,
2018,New Jersey,422,422,Vegetative (6(A)(iii),,
2018,New Jersey,430,430,Structural (6(A)(i)),296602,25
2018,New Jersey,441,441,Structural (6(A)(i)),63276,6
2018,New Jersey,442,442,Structural (6(A)(i)),684507,21
2018,New Jersey,449,449,Structural (6(A)(i)),25549,20
2018,New Jersey,466,466,Land Management (6(A)(ii)),,
2018,New Jersey,468,468,Structural (6(A)(i)),,
2018,New Jersey,484,484,Land Management (6(A)(ii)),18399,15
2018,New Jersey,490,490,Forest management (6(A)(iv)),425,6
2018,New Jersey,500,500,Land Management (6(A)(ii)),32704,4
2018,New Jersey,512,512,Vegetative (6(A)(iii),,
2018,New Jersey,516,516,Structural (6(A)(i)),10419,14
2018,New Jersey,521A,521,Structural (6(A)(i)),,
2018,New Jersey,528,528,Land Management (6(A)(ii)),1734,7
2018,New Jersey,533,533,Structural (6(A)(i)),,
2018,New Jersey,558,558,Structural (6(A)(i)),6819,5
2018,New Jersey,560,560,Land Management (6(A)(ii)),,
2018,New Jersey,561,561,Land Management (6(A)(ii)),82316,16
2018,New Jersey,575,575,Land Management (6(A)(ii)),,
2018,New Jersey,578,578,Structural (6(A)(i)),,
2018,New Jersey,587,587,Structural (6(A)(i)),,
2018,New Jersey,590,590,Land Management (6(A)(ii)),16552,7
2018,New Jersey,606,606,Structural (6(A)(i)),,
2018,New Jersey,612,612,Forest management (6(A)(iv)),19594,19
2018,New Jersey,614,614,Structural (6(A)(i)),11268,10
2018,New Jersey,620,620,Structural (6(A)(i)),16781,6
2018,New Jersey,634,634,Structural (6(A)(i)),28070,4
2018,New Jersey,643,643,Land Management (6(A)(ii)),33784,6
2018,New Jersey,645,645,Land Management (6(A)(ii)),10581,5
2018,New Jersey,647,647,Land Management (6(A)(ii)),15470,5
2018,New Jersey,649,649,Structural (6(A)(i)),5378,42
2018,New Jersey,655,655,Forest management (6(A)(iv)),11746,16
2018,New Jersey,659,659,Structural (6(A)(i)),5056,5
2018,New Jersey,666,666,Forest management (6(A)(iv)),144141,61
2018,New Mexico,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),,
2018,New Mexico,106,106,other (6(B)(vi)),,
2018,New Mexico,313,313,Structural (6(A)(i)),,
2018,New Mexico,314,314,Land Management (6(A)(ii)),3593917,228
2018,New Mexico,315,315,Land Management (6(A)(ii)),5934,8
2018,New Mexico,325,325,Structural (6(A)(i)),192046,24
2018,New Mexico,327,327,Vegetative (6(A)(iii),18522,9
2018,New Mexico,328,328,Vegetative (6(A)(iii),993594,30
2018,New Mexico,329,329,Soil remediation (6(A)(vi),19710,14
2018,New Mexico,338,338,Land Management (6(A)(ii)),,
2018,New Mexico,340,340,Vegetative (6(A)(iii),392769,80
2018,New Mexico,345,345,Soil remediation (6(A)(vi),201,5
2018,New Mexico,350,350,Structural (6(A)(i)),,
2018,New Mexico,362,362,Structural (6(A)(i)),49261,24
2018,New Mexico,378,378,Structural (6(A)(i)),93979,38
2018,New Mexico,380,380,Vegetative (6(A)(iii),10699,7
2018,New Mexico,382,382,Land Management (6(A)(ii)),1825885,159
2018,New Mexico,383,383,Forest management (6(A)(iv)),,
2018,New Mexico,384,384,Forest management (6(A)(iv)),223662,117
2018,New Mexico,386,386,Vegetative (6(A)(iii),,
2018,New Mexico,394,394,Land Management (6(A)(ii)),,
2018,New Mexico,410,410,Land Management (6(A)(ii)),20500,18
2018,New Mexico,422,422,Vegetative (6(A)(iii),,
2018,New Mexico,428,428,Structural (6(A)(i)),590787,25
2018,New Mexico,430,430,Structural (6(A)(i)),1937393,113
2018,New Mexico,436,436,Structural (6(A)(i)),137481,9
2018,New Mexico,441,441,Structural (6(A)(i)),1038173,38
2018,New Mexico,442,442,Structural (6(A)(i)),4354760,81
2018,New Mexico,443,443,Structural (6(A)(i)),48406,22
2018,New Mexico,449,449,Structural (6(A)(i)),4613,16
2018,New Mexico,464,464,Land Management (6(A)(ii)),460009,48
2018,New Mexico,466,466,Land Management (6(A)(ii)),22867,18
2018,New Mexico,484,484,Land Management (6(A)(ii)),,
2018,New Mexico,511,511,Forest management (6(A)(iv)),204,8
2018,New Mexico,512,512,Vegetative (6(A)(iii),1336964,75
2018,New Mexico,516,516,Structural (6(A)(i)),1560206,235
2018,New Mexico,521A,521,Structural (6(A)(i)),,
2018,New Mexico,528,528,Land Management (6(A)(ii)),287309,9
2018,New Mexico,533,533,Structural (6(A)(i)),710050,132
2018,New Mexico,548,548,Land Management (6(A)(ii)),,
2018,New Mexico,550,550,Vegetative (6(A)(iii),130745,17
2018,New Mexico,574,574,Other (6(A)(vii)),32591,10
2018,New Mexico,580,580,Structural (6(A)(i)),,
2018,New Mexico,587,587,Structural (6(A)(i)),886422,226
2018,New Mexico,590,590,Land Management (6(A)(ii)),4616,29
2018,New Mexico,595,595,Other (6(A)(vii)),1713,6
2018,New Mexico,600,600,Structural (6(A)(i)),154021,26
2018,New Mexico,612,612,Forest management (6(A)(iv)),9247,7
2018,New Mexico,614,614,Structural (6(A)(i)),1613536,379
2018,New Mexico,636,636,Structural (6(A)(i)),,
2018,New Mexico,642,642,Structural (6(A)(i)),464655,37
2018,New Mexico,643,643,Land Management (6(A)(ii)),,
2018,New Mexico,645,645,Land Management (6(A)(ii)),,
2018,New Mexico,649,649,Structural (6(A)(i)),,
2018,New Mexico,658,658,Structural (6(A)(i)),,
2018,New Mexico,666,666,Forest management (6(A)(iv)),1933024,121
2018,New York,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),100965,13
2018,New York,104,104,Comprehensive Nutrient Mgt. (6(B)(i)),,
2018,New York,106,106,other (6(B)(vi)),40618,22
2018,New York,110,110,Resource-conserving crop rotatation (6(B)(ii),,
2018,New York,118,118,other (6(B)(vi)),15647,5
2018,New York,128,128,other (6(B)(vi)),,
2018,New York,142,142,other (6(B)(vi)),,
2018,New York,146,146,other (6(B)(vi)),,
2018,New York,309,309,Structural (6(A)(i)),354474,8
2018,New York,313,313,Structural (6(A)(i)),5355793,30
2018,New York,314,314,Land Management (6(A)(ii)),285480,79
2018,New York,315,315,Land Management (6(A)(ii)),15397,13
2018,New York,316,316,Structural (6(A)(i)),,
2018,New York,325,325,Structural (6(A)(i)),665915,61
2018,New York,327,327,Vegetative (6(A)(iii),35530,4
2018,New York,332,332,Land Management (6(A)(ii)),,
2018,New York,340,340,Vegetative (6(A)(iii),504923,54
2018,New York,342,342,Vegetative (6(A)(iii),11303,92
2018,New York,345,345,Soil remediation (6(A)(vi),104134,6
2018,New York,360,360,Structural (6(A)(i)),,
2018,New York,362,362,Structural (6(A)(i)),9329,6
2018,New York,367,367,Structural (6(A)(i)),699920,23
2018,New York,374,374,Other (6(A)(vii)),544014,25
2018,New York,382,382,Land Management (6(A)(ii)),328309,54
2018,New York,384,384,Forest management (6(A)(iv)),,
2018,New York,386,386,Vegetative (6(A)(iii),,
2018,New York,390,390,Vegetative (6(A)(iii),,
2018,New York,391,391,Forest management (6(A)(iv)),,
2018,New York,410,410,Land Management (6(A)(ii)),36604,6
2018,New York,412,412,Vegetative (6(A)(iii),14140,4
2018,New York,422,422,Vegetative (6(A)(iii),,
2018,New York,430,430,Structural (6(A)(i)),20351,6
2018,New York,441,441,Structural (6(A)(i)),55974,6
2018,New York,449,449,Structural (6(A)(i)),900,5
2018,New York,468,468,Structural (6(A)(i)),,
2018,New York,484,484,Land Management (6(A)(ii)),17003,96
2018,New York,490,490,Forest management (6(A)(iv)),,
2018,New York,500,500,Land Management (6(A)(ii)),9401,5
2018,New York,512,512,Vegetative (6(A)(iii),43982,10
2018,New York,516,516,Structural (6(A)(i)),24743,10
2018,New York,520,520,Structural (6(A)(i)),,
2018,New York,521A,521,Structural (6(A)(i)),585906,5
2018,New York,528,528,Land Management (6(A)(ii)),11678,11
2018,New York,533,533,Structural (6(A)(i)),255358,27
2018,New York,558,558,Structural (6(A)(i)),29951,16
2018,New York,560,560,Land Management (6(A)(ii)),204840,26
2018,New York,561,561,Land Management (6(A)(ii)),767541,49
2018,New York,570,570,Structural (6(A)(i)),,
2018,New York,574,574,Other (6(A)(vii)),,
2018,New York,575,575,Land Management (6(A)(ii)),,
2018,New York,578,578,Structural (6(A)(i)),,
2018,New York,585,585,Vegetative (6(A)(iii),,
2018,New York,587,587,Structural (6(A)(i)),3532,10
2018,New York,590,590,Land Management (6(A)(ii)),236860,34
2018,New York,606,606,Structural (6(A)(i)),111770,29
2018,New York,612,612,Forest management (6(A)(iv)),8922,9
2018,New York,614,614,Structural (6(A)(i)),6950,11
2018,New York,620,620,Structural (6(A)(i)),124835,27
2018,New York,634,634,Structural (6(A)(i)),400668,45
2018,New York,635,635,Vegetative (6(A)(iii),17404,6
2018,New York,638,638,Structural (6(A)(i)),,
2018,New York,642,642,Structural (6(A)(i)),,
2018,New York,645,645,Land Management (6(A)(ii)),38775,9
2018,New York,647,647,Land Management (6(A)(ii)),326617,122
2018,New York,649,649,Structural (6(A)(i)),,
2018,New York,654,654,Forest management (6(A)(iv)),,
2018,New York,655,655,Forest management (6(A)(iv)),1168,5
2018,New York,657,657,Structural (6(A)(i)),,
2018,New York,660,660,Forest management (6(A)(iv)),,
2018,New York,666,666,Forest management (6(A)(iv)),282183,75
2018,North Carolina,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),42523,6
2018,North Carolina,104,104,Comprehensive Nutrient Mgt. (6(B)(i)),,
2018,North Carolina,106,106,other (6(B)(vi)),25307,12
2018,North Carolina,110,110,Resource-conserving crop rotatation (6(B)(ii),,
2018,North Carolina,114,114,other (6(B)(vi)),,
2018,North Carolina,118,118,other (6(B)(vi)),,
2018,North Carolina,128,128,other (6(B)(vi)),56767,26
2018,North Carolina,138,138,other (6(B)(vi)),,
2018,North Carolina,142,142,other (6(B)(vi)),,
2018,North Carolina,309,309,Structural (6(A)(i)),,
2018,North Carolina,313,313,Structural (6(A)(i)),1324447,50
2018,North Carolina,314,314,Land Management (6(A)(ii)),3400,10
2018,North Carolina,315,315,Land Management (6(A)(ii)),,
2018,North Carolina,316,316,Structural (6(A)(i)),4242432,66
2018,North Carolina,325,325,Structural (6(A)(i)),688886,79
2018,North Carolina,327,327,Vegetative (6(A)(iii),19313,10
2018,North Carolina,328,328,Vegetative (6(A)(iii),22043,16
2018,North Carolina,329,329,Soil remediation (6(A)(vi),132278,52
2018,North Carolina,338,338,Land Management (6(A)(ii)),439084,169
2018,North Carolina,340,340,Vegetative (6(A)(iii),1941821,187
2018,North Carolina,342,342,Vegetative (6(A)(iii),21560,77
2018,North Carolina,351,351,Other (6(A)(vii)),19219,6
2018,North Carolina,356,356,Structural (6(A)(i)),,
2018,North Carolina,360,360,Structural (6(A)(i)),239157,4
2018,North Carolina,367,367,Structural (6(A)(i)),977654,53
2018,North Carolina,368,368,Other (6(A)(vii)),,
2018,North Carolina,374,374,Other (6(A)(vii)),177095,10
2018,North Carolina,382,382,Land Management (6(A)(ii)),595874,150
2018,North Carolina,390,390,Vegetative (6(A)(iii),,
2018,North Carolina,391,391,Forest management (6(A)(iv)),,
2018,North Carolina,394,394,Land Management (6(A)(ii)),91393,69
2018,North Carolina,395,395,Land Management (6(A)(ii)),433634,15
2018,North Carolina,410,410,Land Management (6(A)(ii)),4701,5
2018,North Carolina,412,412,Vegetative (6(A)(iii),2544,4
2018,North Carolina,441,441,Structural (6(A)(i)),,
2018,North Carolina,442,442,Structural (6(A)(i)),,
2018,North Carolina,449,449,Structural (6(A)(i)),,
2018,North Carolina,468,468,Structural (6(A)(i)),,
2018,North Carolina,472,472,Land Management (6(A)(ii)),1971,31
2018,North Carolina,484,484,Land Management (6(A)(ii)),7178,22
2018,North Carolina,490,490,Forest management (6(A)(iv)),282381,44
2018,North Carolina,511,511,Forest management (6(A)(iv)),83,5
2018,North Carolina,512,512,Vegetative (6(A)(iii),40561,11
2018,North Carolina,516,516,Structural (6(A)(i)),475170,117
2018,North Carolina,528,528,Land Management (6(A)(ii)),36408,28
2018,North Carolina,533,533,Structural (6(A)(i)),128736,59
2018,North Carolina,554,554,Land Management (6(A)(ii)),729,5
2018,North Carolina,558,558,Structural (6(A)(i)),200515,46
2018,North Carolina,560,560,Land Management (6(A)(ii)),69296,23
2018,North Carolina,561,561,Land Management (6(A)(ii)),222234,145
2018,North Carolina,572,572,Other (6(A)(vii)),89880,13
2018,North Carolina,574,574,Other (6(A)(vii)),,
2018,North Carolina,575,575,Land Management (6(A)(ii)),85748,12
2018,North Carolina,578,578,Structural (6(A)(i)),154488,49
2018,North Carolina,580,580,Structural (6(A)(i)),1479071,18
2018,North Carolina,584,584,Structural (6(A)(i)),1082429,21
2018,North Carolina,587,587,Structural (6(A)(i)),180335,13
2018,North Carolina,590,590,Land Management (6(A)(ii)),174704,18
2018,North Carolina,595,595,Other (6(A)(vii)),23702,19
2018,North Carolina,612,612,Forest management (6(A)(iv)),197258,75
2018,North Carolina,614,614,Structural (6(A)(i)),415998,134
2018,North Carolina,634,634,Structural (6(A)(i)),,
2018,North Carolina,642,642,Structural (6(A)(i)),232188,57
2018,North Carolina,647,647,Land Management (6(A)(ii)),8812,20
2018,North Carolina,655,655,Forest management (6(A)(iv)),,
2018,North Carolina,658,658,Structural (6(A)(i)),,
2018,North Carolina,666,666,Forest management (6(A)(iv)),442209,64
2018,North Carolina,670,670,Other (6(A)(vii)),77193,27
2018,North Carolina,672,672,Other (6(A)(vii)),120318,15
2018,North Dakota,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),43501,6
2018,North Dakota,313,313,Structural (6(A)(i)),,
2018,North Dakota,314,314,Land Management (6(A)(ii)),,
2018,North Dakota,320,320,Land Management (6(A)(ii)),,
2018,North Dakota,325,325,Structural (6(A)(i)),73016,11
2018,North Dakota,327,327,Vegetative (6(A)(iii),1023589,42
2018,North Dakota,328,328,Vegetative (6(A)(iii),58551,12
2018,North Dakota,329,329,Soil remediation (6(A)(vi),1076491,121
2018,North Dakota,340,340,Vegetative (6(A)(iii),1538841,461
2018,North Dakota,342,342,Vegetative (6(A)(iii),43599,20
2018,North Dakota,345,345,Soil remediation (6(A)(vi),389181,95
2018,North Dakota,351,351,Other (6(A)(vii)),37599,9
2018,North Dakota,362,362,Structural (6(A)(i)),,
2018,North Dakota,367,367,Structural (6(A)(i)),,
2018,North Dakota,378,378,Structural (6(A)(i)),31770,5
2018,North Dakota,380,380,Vegetative (6(A)(iii),865441,260
2018,North Dakota,382,382,Land Management (6(A)(ii)),2218820,462
2018,North Dakota,386,386,Vegetative (6(A)(iii),,
2018,North Dakota,393,393,Vegetative (6(A)(iii),,
2018,North Dakota,412,412,Vegetative (6(A)(iii),53343,5
2018,North Dakota,430,430,Structural (6(A)(i)),477487,17
2018,North Dakota,441,441,Structural (6(A)(i)),,
2018,North Dakota,442,442,Structural (6(A)(i)),1324584,31
2018,North Dakota,443,443,Structural (6(A)(i)),,
2018,North Dakota,449,449,Structural (6(A)(i)),192672,79
2018,North Dakota,462,462,Land Management (6(A)(ii)),,
2018,North Dakota,468,468,Structural (6(A)(i)),,
2018,North Dakota,484,484,Land Management (6(A)(ii)),,
2018,North Dakota,490,490,Forest management (6(A)(iv)),37818,114
2018,North Dakota,500,500,Land Management (6(A)(ii)),27475,12
2018,North Dakota,511,511,Forest management (6(A)(iv)),2754,21
2018,North Dakota,512,512,Vegetative (6(A)(iii),744395,321
2018,North Dakota,516,516,Structural (6(A)(i)),2607896,321
2018,North Dakota,521A,521,Structural (6(A)(i)),,
2018,North Dakota,528,528,Land Management (6(A)(ii)),447553,169
2018,North Dakota,533,533,Structural (6(A)(i)),1169904,198
2018,North Dakota,550,550,Vegetative (6(A)(iii),438852,17
2018,North Dakota,560,560,Land Management (6(A)(ii)),,
2018,North Dakota,561,561,Land Management (6(A)(ii)),,
2018,North Dakota,574,574,Other (6(A)(vii)),,
2018,North Dakota,578,578,Structural (6(A)(i)),,
2018,North Dakota,587,587,Structural (6(A)(i)),66673,35
2018,North Dakota,590,590,Land Management (6(A)(ii)),461032,125
