Pay_year,state_code,State,category_code,category_name,payments
2018,24,Maryland,7 Structural,Structural,3938502.46
2018,24,Maryland,8 Land management,Land management,3479156.07
2018,24,Maryland,9 Vegetative,Vegetative,290559.33
2019,24,Maryland,10 Forest management,Forest management,80219.61
2019,24,Maryland,12 Soil remediation,Soil remediation,227597.92
2019,24,Maryland,13 Other 2 - improvement,Other 2 - improvement,1210305.08
2019,24,Maryland,4 Conservating planning assessment,Conservating planning assessment,12527.34
2019,24,Maryland,6 Other 1 - planning,Other 1 - planning,21611.30
2019,24,Maryland,7 Structural,Structural,3606555.54
2019,24,Maryland,8 Land management,Land management,2837546.53
2019,24,Maryland,9 Vegetative,Vegetative,352566.73
2020,24,Maryland,10 Forest management,Forest management,105590.37
2020,24,Maryland,12 Soil remediation,Soil remediation,183258.67
2020,24,Maryland,13 Other 2 - improvement,Other 2 - improvement,1439248.28
2020,24,Maryland,4 Conservating planning assessment,Conservating planning assessment,17195.70
2020,24,Maryland,6 Other 1 - planning,Other 1 - planning,60799.80
2020,24,Maryland,7 Structural,Structural,4076131.16
2020,24,Maryland,8 Land management,Land management,3882816.71
2020,24,Maryland,9 Vegetative,Vegetative,419403.79
2021,24,Maryland,10 Forest management,Forest management,151924.08
2021,24,Maryland,12 Soil remediation,Soil remediation,139622.58
2021,24,Maryland,13 Other 2 - improvement,Other 2 - improvement,795361.66
2021,24,Maryland,4 Conservating planning assessment,Conservating planning assessment,54755.65
2021,24,Maryland,6 Other 1 - planning,Other 1 - planning,32088.89
2021,24,Maryland,7 Structural,Structural,3424751.83
2021,24,Maryland,8 Land management,Land management,4352531.45
2021,24,Maryland,9 Vegetative,Vegetative,296070.82
2022,24,Maryland,10 Forest Management,Forest Management,172231.00
2022,24,Maryland,12 Soil Remediation,Soil Remediation,110403.00
2022,24,Maryland,13 Other 2 - improvement,Other 2 - improvement,1025243.00
2022,24,Maryland,7 Structural,Structural,3523717.00
2022,24,Maryland,8 Land Management,Land Management,3710872.00
2022,24,Maryland,9 Vegetative,Vegetative,210385.00
2017,25,Massachusetts,10 Forest management,Forest management,143852.16
2017,25,Massachusetts,12 Soil remediation,Soil remediation,18765.61
2017,25,Massachusetts,13 Other 2 - improvement,Other 2 - improvement,233921.10
2017,25,Massachusetts,6 Other 1 - planning,Other 1 - planning,39216.91
2017,25,Massachusetts,7 Structural,Structural,1470638.43
2017,25,Massachusetts,8 Land management,Land management,786259.34
2017,25,Massachusetts,9 Vegetative,Vegetative,392098.39
2018,25,Massachusetts,10 Forest management,Forest management,146665.00
2018,25,Massachusetts,12 Soil remediation,Soil remediation,25393.54
2018,25,Massachusetts,13 Other 2 - improvement,Other 2 - improvement,358589.32
2018,25,Massachusetts,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,448.80
2018,25,Massachusetts,4 Conservating planning assessment,Conservating planning assessment,30504.37
2018,25,Massachusetts,6 Other 1 - planning,Other 1 - planning,78236.39
2018,25,Massachusetts,7 Structural,Structural,2360015.68
2018,25,Massachusetts,8 Land management,Land management,751487.55
2018,25,Massachusetts,9 Vegetative,Vegetative,405390.38
2019,25,Massachusetts,10 Forest management,Forest management,164836.94
2019,25,Massachusetts,12 Soil remediation,Soil remediation,103184.05
2019,25,Massachusetts,13 Other 2 - improvement,Other 2 - improvement,266621.75
2019,25,Massachusetts,4 Conservating planning assessment,Conservating planning assessment,45015.60
2019,25,Massachusetts,6 Other 1 - planning,Other 1 - planning,34521.13
2019,25,Massachusetts,7 Structural,Structural,1960174.23
2019,25,Massachusetts,8 Land management,Land management,906380.99
2019,25,Massachusetts,9 Vegetative,Vegetative,351121.95
2020,25,Massachusetts,10 Forest management,Forest management,90150.32
2020,25,Massachusetts,12 Soil remediation,Soil remediation,102240.80
2020,25,Massachusetts,13 Other 2 - improvement,Other 2 - improvement,228875.72
2020,25,Massachusetts,4 Conservating planning assessment,Conservating planning assessment,68904.45
2020,25,Massachusetts,6 Other 1 - planning,Other 1 - planning,25014.83
2020,25,Massachusetts,7 Structural,Structural,985751.72
2020,25,Massachusetts,8 Land management,Land management,647266.74
2020,25,Massachusetts,9 Vegetative,Vegetative,339495.23
2021,25,Massachusetts,10 Forest management,Forest management,148495.72
2021,25,Massachusetts,12 Soil remediation,Soil remediation,68779.51
2021,25,Massachusetts,13 Other 2 - improvement,Other 2 - improvement,397656.04
2021,25,Massachusetts,4 Conservating planning assessment,Conservating planning assessment,90276.11
2021,25,Massachusetts,6 Other 1 - planning,Other 1 - planning,40233.35
2021,25,Massachusetts,7 Structural,Structural,1596556.59
2021,25,Massachusetts,8 Land management,Land management,722489.34
2021,25,Massachusetts,9 Vegetative,Vegetative,314252.76
2022,25,Massachusetts,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,63010.00
2022,25,Massachusetts,10 Forest Management,Forest Management,154370.00
2022,25,Massachusetts,12 Soil Remediation,Soil Remediation,57959.00
2022,25,Massachusetts,13 Other 2 - improvement,Other 2 - improvement,402986.00
2022,25,Massachusetts,6 Other 1 - planning,Other 1 - planning,28769.00
2022,25,Massachusetts,7 Structural,Structural,761939.00
2022,25,Massachusetts,8 Land Management,Land Management,439357.00
2022,25,Massachusetts,9 Vegetative,Vegetative,120582.00
2017,26,Michigan,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,15436.78
2017,26,Michigan,10 Forest management,Forest management,482148.97
2017,26,Michigan,12 Soil remediation,Soil remediation,195896.55
2017,26,Michigan,13 Other 2 - improvement,Other 2 - improvement,997549.54
2017,26,Michigan,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,3358.56
2017,26,Michigan,4 Conservating planning assessment,Conservating planning assessment,293326.96
2017,26,Michigan,6 Other 1 - planning,Other 1 - planning,547820.40
2017,26,Michigan,7 Structural,Structural,5402047.13
2017,26,Michigan,8 Land management,Land management,3163803.66
2017,26,Michigan,9 Vegetative,Vegetative,2021547.61
2018,26,Michigan,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,12284.09
2018,26,Michigan,10 Forest management,Forest management,454571.34
2018,26,Michigan,12 Soil remediation,Soil remediation,199092.98
2018,26,Michigan,13 Other 2 - improvement,Other 2 - improvement,927371.03
2018,26,Michigan,4 Conservating planning assessment,Conservating planning assessment,244963.02
2018,26,Michigan,6 Other 1 - planning,Other 1 - planning,515168.00
2018,26,Michigan,7 Structural,Structural,4132498.02
2018,26,Michigan,8 Land management,Land management,3038033.86
2018,26,Michigan,9 Vegetative,Vegetative,2463035.81
2019,26,Michigan,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,8359.83
2019,26,Michigan,10 Forest management,Forest management,630707.02
2019,26,Michigan,12 Soil remediation,Soil remediation,141867.73
2019,26,Michigan,13 Other 2 - improvement,Other 2 - improvement,804716.10
2019,26,Michigan,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,7957.23
2019,26,Michigan,4 Conservating planning assessment,Conservating planning assessment,240578.64
2019,26,Michigan,6 Other 1 - planning,Other 1 - planning,392738.53
2019,26,Michigan,7 Structural,Structural,5051466.26
2019,26,Michigan,8 Land management,Land management,2639316.99
2019,26,Michigan,9 Vegetative,Vegetative,5933145.21
2020,26,Michigan,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,16165.88
2020,26,Michigan,10 Forest management,Forest management,659858.65
2020,26,Michigan,12 Soil remediation,Soil remediation,195600.55
2020,26,Michigan,13 Other 2 - improvement,Other 2 - improvement,467340.15
2020,26,Michigan,4 Conservating planning assessment,Conservating planning assessment,139894.24
2020,26,Michigan,6 Other 1 - planning,Other 1 - planning,458931.68
2020,26,Michigan,7 Structural,Structural,5864342.76
2020,26,Michigan,8 Land management,Land management,2899594.92
2020,26,Michigan,9 Vegetative,Vegetative,9082881.63
2021,26,Michigan,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,10841.36
2021,26,Michigan,10 Forest management,Forest management,606188.30
2021,26,Michigan,12 Soil remediation,Soil remediation,237618.40
2021,26,Michigan,13 Other 2 - improvement,Other 2 - improvement,388765.53
2021,26,Michigan,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,3845.93
2021,26,Michigan,4 Conservating planning assessment,Conservating planning assessment,100802.79
2021,26,Michigan,6 Other 1 - planning,Other 1 - planning,596461.85
2021,26,Michigan,7 Structural,Structural,3293165.61
2021,26,Michigan,8 Land management,Land management,2389611.15
2021,26,Michigan,9 Vegetative,Vegetative,4086433.23
2022,26,Michigan,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,144611.00
2022,26,Michigan,10 Forest Management,Forest Management,630407.00
2022,26,Michigan,12 Soil Remediation,Soil Remediation,258889.00
2022,26,Michigan,13 Other 2 - improvement,Other 2 - improvement,506304.00
2022,26,Michigan,6 Other 1 - planning,Other 1 - planning,518335.00
2022,26,Michigan,7 Structural,Structural,5490577.00
2022,26,Michigan,8 Land Management,Land Management,2205726.00
2022,26,Michigan,9 Vegetative,Vegetative,3385413.00
2017,27,Minnesota,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,31996.20
2017,27,Minnesota,10 Forest management,Forest management,763158.50
2017,27,Minnesota,12 Soil remediation,Soil remediation,210539.83
2017,27,Minnesota,13 Other 2 - improvement,Other 2 - improvement,95596.75
2017,27,Minnesota,4 Conservating planning assessment,Conservating planning assessment,198155.94
2017,27,Minnesota,6 Other 1 - planning,Other 1 - planning,226807.55
2017,27,Minnesota,7 Structural,Structural,7561583.03
2017,27,Minnesota,8 Land management,Land management,3749643.29
2017,27,Minnesota,9 Vegetative,Vegetative,5867033.23
2018,27,Minnesota,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,35269.36
2018,27,Minnesota,10 Forest management,Forest management,382411.69
2018,27,Minnesota,12 Soil remediation,Soil remediation,239640.61
2018,27,Minnesota,13 Other 2 - improvement,Other 2 - improvement,175438.60
2018,27,Minnesota,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,4084.24
2018,27,Minnesota,4 Conservating planning assessment,Conservating planning assessment,261567.17
2018,27,Minnesota,6 Other 1 - planning,Other 1 - planning,197668.16
2018,27,Minnesota,7 Structural,Structural,8164914.12
2018,27,Minnesota,8 Land management,Land management,3511716.93
2018,27,Minnesota,9 Vegetative,Vegetative,7036615.34
2019,27,Minnesota,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,15013.33
2019,27,Minnesota,10 Forest management,Forest management,583933.88
2019,27,Minnesota,12 Soil remediation,Soil remediation,216884.60
2019,27,Minnesota,13 Other 2 - improvement,Other 2 - improvement,240185.43
2019,27,Minnesota,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,4847.10
2019,27,Minnesota,4 Conservating planning assessment,Conservating planning assessment,240984.03
2019,27,Minnesota,6 Other 1 - planning,Other 1 - planning,144287.14
2019,27,Minnesota,7 Structural,Structural,9379253.99
2019,27,Minnesota,8 Land management,Land management,3030096.21
2019,27,Minnesota,9 Vegetative,Vegetative,7407452.55
2020,27,Minnesota,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,42485.38
2020,27,Minnesota,10 Forest management,Forest management,576361.42
2020,27,Minnesota,12 Soil remediation,Soil remediation,422398.77
2020,27,Minnesota,13 Other 2 - improvement,Other 2 - improvement,370672.65
2020,27,Minnesota,4 Conservating planning assessment,Conservating planning assessment,285710.43
2020,27,Minnesota,6 Other 1 - planning,Other 1 - planning,163383.67
2020,27,Minnesota,7 Structural,Structural,8412564.25
2020,27,Minnesota,8 Land management,Land management,2998090.36
2020,27,Minnesota,9 Vegetative,Vegetative,7339582.22
2021,27,Minnesota,10 Forest management,Forest management,655969.32
2021,27,Minnesota,12 Soil remediation,Soil remediation,572789.51
2021,27,Minnesota,13 Other 2 - improvement,Other 2 - improvement,82020.90
2021,27,Minnesota,4 Conservating planning assessment,Conservating planning assessment,145644.38
2021,27,Minnesota,6 Other 1 - planning,Other 1 - planning,57311.85
2021,27,Minnesota,7 Structural,Structural,7540859.48
2021,27,Minnesota,8 Land management,Land management,3637953.10
2021,27,Minnesota,9 Vegetative,Vegetative,4992618.53
2022,27,Minnesota,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,139911.00
2022,27,Minnesota,10 Forest Management,Forest Management,749874.00
2022,27,Minnesota,12 Soil Remediation,Soil Remediation,714859.00
2022,27,Minnesota,13 Other 2 - improvement,Other 2 - improvement,802690.00
2022,27,Minnesota,7 Structural,Structural,11493445.00
2022,27,Minnesota,8 Land Management,Land Management,5584010.00
2022,27,Minnesota,9 Vegetative,Vegetative,4269838.00
2017,28,Mississippi,10 Forest management,Forest management,2558842.63
2017,28,Mississippi,12 Soil remediation,Soil remediation,101309.39
2017,28,Mississippi,13 Other 2 - improvement,Other 2 - improvement,1762525.75
2017,28,Mississippi,6 Other 1 - planning,Other 1 - planning,147691.88
2017,28,Mississippi,7 Structural,Structural,17791276.69
2017,28,Mississippi,8 Land management,Land management,12180427.25
2017,28,Mississippi,9 Vegetative,Vegetative,2349254.96
2018,28,Mississippi,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,37556.76
2018,28,Mississippi,10 Forest management,Forest management,2277141.80
2018,28,Mississippi,12 Soil remediation,Soil remediation,134474.58
2018,28,Mississippi,13 Other 2 - improvement,Other 2 - improvement,1841111.95
2018,28,Mississippi,6 Other 1 - planning,Other 1 - planning,235234.83
2018,28,Mississippi,7 Structural,Structural,19363888.54
2018,28,Mississippi,8 Land management,Land management,14251749.33
2018,28,Mississippi,9 Vegetative,Vegetative,3257320.18
2019,28,Mississippi,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,282080.73
2019,28,Mississippi,10 Forest management,Forest management,2699117.84
2019,28,Mississippi,12 Soil remediation,Soil remediation,116756.34
2019,28,Mississippi,13 Other 2 - improvement,Other 2 - improvement,5212845.02
2019,28,Mississippi,4 Conservating planning assessment,Conservating planning assessment,13162.05
2019,28,Mississippi,6 Other 1 - planning,Other 1 - planning,424099.57
2019,28,Mississippi,7 Structural,Structural,16102656.75
2019,28,Mississippi,8 Land management,Land management,14250232.93
2019,28,Mississippi,9 Vegetative,Vegetative,2536252.81
2020,28,Mississippi,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,151552.23
2020,28,Mississippi,10 Forest management,Forest management,2964590.13
2020,28,Mississippi,12 Soil remediation,Soil remediation,62327.12
2020,28,Mississippi,13 Other 2 - improvement,Other 2 - improvement,1643132.35
2020,28,Mississippi,4 Conservating planning assessment,Conservating planning assessment,12160.10
2020,28,Mississippi,6 Other 1 - planning,Other 1 - planning,235402.39
2020,28,Mississippi,7 Structural,Structural,15975106.13
2020,28,Mississippi,8 Land management,Land management,12852449.31
2020,28,Mississippi,9 Vegetative,Vegetative,3090076.30
2021,28,Mississippi,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,46183.77
2021,28,Mississippi,10 Forest management,Forest management,3320402.24
2021,28,Mississippi,11 Soil testing,Soil testing,390.92
2021,28,Mississippi,12 Soil remediation,Soil remediation,128918.36
2021,28,Mississippi,13 Other 2 - improvement,Other 2 - improvement,1676191.48
2021,28,Mississippi,4 Conservating planning assessment,Conservating planning assessment,41765.77
2021,28,Mississippi,6 Other 1 - planning,Other 1 - planning,232561.15
2021,28,Mississippi,7 Structural,Structural,19040270.12
2021,28,Mississippi,8 Land management,Land management,12732825.28
2021,28,Mississippi,9 Vegetative,Vegetative,2891423.76
2022,28,Mississippi,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,43299.00
2022,28,Mississippi,10 Forest Management,Forest Management,3999156.00
2022,28,Mississippi,12 Soil Remediation,Soil Remediation,199688.00
2022,28,Mississippi,13 Other 2 - improvement,Other 2 - improvement,917656.00
2022,28,Mississippi,4 Conservating planning assessment,Conservating planning assessment,12803.00
2022,28,Mississippi,6 Other 1 - planning,Other 1 - planning,123062.00
2022,28,Mississippi,7 Structural,Structural,19345576.00
2022,28,Mississippi,8 Land Management,Land Management,11384756.00
2022,28,Mississippi,9 Vegetative,Vegetative,3142424.00
2017,29,Missouri,10 Forest management,Forest management,560298.56
2017,29,Missouri,12 Soil remediation,Soil remediation,124663.25
2017,29,Missouri,13 Other 2 - improvement,Other 2 - improvement,1285650.18
2017,29,Missouri,4 Conservating planning assessment,Conservating planning assessment,209170.37
2017,29,Missouri,6 Other 1 - planning,Other 1 - planning,230662.91
2017,29,Missouri,7 Structural,Structural,13152635.56
2017,29,Missouri,8 Land management,Land management,4081863.07
2017,29,Missouri,9 Vegetative,Vegetative,4363194.36
2018,29,Missouri,10 Forest management,Forest management,691653.07
2018,29,Missouri,12 Soil remediation,Soil remediation,52104.18
2018,29,Missouri,13 Other 2 - improvement,Other 2 - improvement,1710715.10
2018,29,Missouri,4 Conservating planning assessment,Conservating planning assessment,242949.76
2018,29,Missouri,6 Other 1 - planning,Other 1 - planning,251855.85
2018,29,Missouri,7 Structural,Structural,10252623.65
2018,29,Missouri,8 Land management,Land management,4272585.96
2018,29,Missouri,9 Vegetative,Vegetative,6188590.50
2019,29,Missouri,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,9174.64
2019,29,Missouri,10 Forest management,Forest management,516615.71
2019,29,Missouri,12 Soil remediation,Soil remediation,36793.23
2019,29,Missouri,13 Other 2 - improvement,Other 2 - improvement,1854076.51
2019,29,Missouri,4 Conservating planning assessment,Conservating planning assessment,300271.74
2019,29,Missouri,6 Other 1 - planning,Other 1 - planning,212001.87
2019,29,Missouri,7 Structural,Structural,8344474.92
2019,29,Missouri,8 Land management,Land management,3891663.39
2019,29,Missouri,9 Vegetative,Vegetative,10719565.00
2020,29,Missouri,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,4981.49
2020,29,Missouri,10 Forest management,Forest management,517961.85
2020,29,Missouri,12 Soil remediation,Soil remediation,32245.00
2020,29,Missouri,13 Other 2 - improvement,Other 2 - improvement,1371179.32
2020,29,Missouri,4 Conservating planning assessment,Conservating planning assessment,170172.43
2020,29,Missouri,6 Other 1 - planning,Other 1 - planning,107239.55
2020,29,Missouri,7 Structural,Structural,11560029.23
2020,29,Missouri,8 Land management,Land management,4671796.93
2020,29,Missouri,9 Vegetative,Vegetative,9793370.60
2021,29,Missouri,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,9465.30
2021,29,Missouri,10 Forest management,Forest management,677015.03
2021,29,Missouri,12 Soil remediation,Soil remediation,54608.12
2021,29,Missouri,13 Other 2 - improvement,Other 2 - improvement,2138093.94
2021,29,Missouri,4 Conservating planning assessment,Conservating planning assessment,78243.15
2021,29,Missouri,6 Other 1 - planning,Other 1 - planning,320938.09
2021,29,Missouri,7 Structural,Structural,11085095.92
2021,29,Missouri,8 Land management,Land management,4006268.97
2021,29,Missouri,9 Vegetative,Vegetative,11428689.42
2022,29,Missouri,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,180935.00
2022,29,Missouri,10 Forest Management,Forest Management,689366.00
2022,29,Missouri,12 Soil Remediation,Soil Remediation,43010.00
2022,29,Missouri,13 Other 2 - improvement,Other 2 - improvement,2110018.00
2022,29,Missouri,6 Other 1 - planning,Other 1 - planning,476145.00
2022,29,Missouri,7 Structural,Structural,11157181.00
2022,29,Missouri,8 Land Management,Land Management,4629202.00
2022,29,Missouri,9 Vegetative,Vegetative,9414366.00
2017,30,Montana,10 Forest management,Forest management,1270748.05
2017,30,Montana,12 Soil remediation,Soil remediation,124361.13
2017,30,Montana,13 Other 2 - improvement,Other 2 - improvement,202179.89
2017,30,Montana,6 Other 1 - planning,Other 1 - planning,14608.96
2017,30,Montana,7 Structural,Structural,8827533.57
2017,30,Montana,8 Land management,Land management,4848433.43
2017,30,Montana,9 Vegetative,Vegetative,532577.54
2018,30,Montana,10 Forest management,Forest management,1355867.74
2018,30,Montana,12 Soil remediation,Soil remediation,77394.85
2018,30,Montana,13 Other 2 - improvement,Other 2 - improvement,82147.22
2018,30,Montana,6 Other 1 - planning,Other 1 - planning,21015.73
2018,30,Montana,7 Structural,Structural,7384988.41
2018,30,Montana,8 Land management,Land management,4872901.59
2018,30,Montana,9 Vegetative,Vegetative,938257.99
2019,30,Montana,10 Forest management,Forest management,2007754.69
2019,30,Montana,12 Soil remediation,Soil remediation,63720.33
2019,30,Montana,13 Other 2 - improvement,Other 2 - improvement,80989.40
2019,30,Montana,6 Other 1 - planning,Other 1 - planning,34000.56
2019,30,Montana,7 Structural,Structural,9303104.91
2019,30,Montana,8 Land management,Land management,5269017.79
2019,30,Montana,9 Vegetative,Vegetative,1326898.02
2020,30,Montana,10 Forest management,Forest management,2124838.17
2020,30,Montana,12 Soil remediation,Soil remediation,141291.15
2020,30,Montana,13 Other 2 - improvement,Other 2 - improvement,134659.99
2020,30,Montana,6 Other 1 - planning,Other 1 - planning,7835.30
2020,30,Montana,7 Structural,Structural,9797988.22
2020,30,Montana,8 Land management,Land management,4143457.51
2020,30,Montana,9 Vegetative,Vegetative,2010737.09
2021,30,Montana,10 Forest management,Forest management,2997445.08
2021,30,Montana,12 Soil remediation,Soil remediation,184689.40
2021,30,Montana,13 Other 2 - improvement,Other 2 - improvement,162623.00
2021,30,Montana,6 Other 1 - planning,Other 1 - planning,14117.14
2021,30,Montana,7 Structural,Structural,10345395.72
2021,30,Montana,8 Land management,Land management,5794291.81
2021,30,Montana,9 Vegetative,Vegetative,2694495.73
2022,30,Montana,10 Forest Management,Forest Management,3105865.00
2022,30,Montana,12 Soil Remediation,Soil Remediation,175178.00
2022,30,Montana,13 Other 2 - improvement,Other 2 - improvement,122689.00
2022,30,Montana,7 Structural,Structural,8341141.00
2022,30,Montana,8 Land Management,Land Management,7338043.00
2022,30,Montana,9 Vegetative,Vegetative,4235941.00
2017,31,Nebraska,10 Forest management,Forest management,233137.78
2017,31,Nebraska,12 Soil remediation,Soil remediation,203525.24
2017,31,Nebraska,13 Other 2 - improvement,Other 2 - improvement,197753.62
2017,31,Nebraska,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,14144.13
2017,31,Nebraska,4 Conservating planning assessment,Conservating planning assessment,13377.29
2017,31,Nebraska,7 Structural,Structural,12443536.11
2017,31,Nebraska,8 Land management,Land management,3066106.55
2017,31,Nebraska,9 Vegetative,Vegetative,4570838.72
2018,31,Nebraska,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,2754.38
2018,31,Nebraska,10 Forest management,Forest management,429802.79
2018,31,Nebraska,12 Soil remediation,Soil remediation,82454.83
2018,31,Nebraska,13 Other 2 - improvement,Other 2 - improvement,225821.22
2018,31,Nebraska,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,19249.03
2018,31,Nebraska,4 Conservating planning assessment,Conservating planning assessment,34948.82
2018,31,Nebraska,6 Other 1 - planning,Other 1 - planning,4266.43
2018,31,Nebraska,7 Structural,Structural,13348595.63
2018,31,Nebraska,8 Land management,Land management,3361775.63
2018,31,Nebraska,9 Vegetative,Vegetative,5621622.23
2019,31,Nebraska,10 Forest management,Forest management,434252.68
2019,31,Nebraska,12 Soil remediation,Soil remediation,90726.61
2019,31,Nebraska,13 Other 2 - improvement,Other 2 - improvement,250478.22
2019,31,Nebraska,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,28211.14
2019,31,Nebraska,4 Conservating planning assessment,Conservating planning assessment,296284.72
2019,31,Nebraska,6 Other 1 - planning,Other 1 - planning,8855.26
2019,31,Nebraska,7 Structural,Structural,11610457.86
2019,31,Nebraska,8 Land management,Land management,2920830.60
2019,31,Nebraska,9 Vegetative,Vegetative,5329632.39
2020,31,Nebraska,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,4191.16
2020,31,Nebraska,10 Forest management,Forest management,470361.46
2020,31,Nebraska,12 Soil remediation,Soil remediation,110380.66
2020,31,Nebraska,13 Other 2 - improvement,Other 2 - improvement,321233.49
2020,31,Nebraska,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,3390.18
2020,31,Nebraska,4 Conservating planning assessment,Conservating planning assessment,252668.03
2020,31,Nebraska,6 Other 1 - planning,Other 1 - planning,19834.35
2020,31,Nebraska,7 Structural,Structural,11187617.28
2020,31,Nebraska,8 Land management,Land management,4034371.34
2020,31,Nebraska,9 Vegetative,Vegetative,6473829.67
2021,31,Nebraska,10 Forest management,Forest management,382439.84
2021,31,Nebraska,12 Soil remediation,Soil remediation,174747.23
2021,31,Nebraska,13 Other 2 - improvement,Other 2 - improvement,349539.61
2021,31,Nebraska,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,17204.03
2021,31,Nebraska,4 Conservating planning assessment,Conservating planning assessment,159325.27
2021,31,Nebraska,6 Other 1 - planning,Other 1 - planning,6674.07
2021,31,Nebraska,7 Structural,Structural,11987853.68
2021,31,Nebraska,8 Land management,Land management,4247841.37
2021,31,Nebraska,9 Vegetative,Vegetative,4971459.46
2022,31,Nebraska,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,130048.00
2022,31,Nebraska,10 Forest Management,Forest Management,250857.00
2022,31,Nebraska,12 Soil Remediation,Soil Remediation,132500.00
2022,31,Nebraska,13 Other 2 - improvement,Other 2 - improvement,404491.00
2022,31,Nebraska,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,21231.00
2022,31,Nebraska,7 Structural,Structural,11042555.00
2022,31,Nebraska,8 Land Management,Land Management,5169874.00
2022,31,Nebraska,9 Vegetative,Vegetative,5529898.00
2017,32,Nevada,10 Forest management,Forest management,169416.37
2017,32,Nevada,13 Other 2 - improvement,Other 2 - improvement,132975.07
2017,32,Nevada,6 Other 1 - planning,Other 1 - planning,4493.59
2017,32,Nevada,7 Structural,Structural,4733387.00
2017,32,Nevada,8 Land management,Land management,821203.61
2017,32,Nevada,9 Vegetative,Vegetative,139156.10
2018,32,Nevada,10 Forest management,Forest management,150723.39
2018,32,Nevada,13 Other 2 - improvement,Other 2 - improvement,6202.20
2018,32,Nevada,7 Structural,Structural,6419851.70
2018,32,Nevada,8 Land management,Land management,1125396.01
2018,32,Nevada,9 Vegetative,Vegetative,6617.44
2019,32,Nevada,10 Forest management,Forest management,202973.95
2019,32,Nevada,13 Other 2 - improvement,Other 2 - improvement,20715.99
2019,32,Nevada,6 Other 1 - planning,Other 1 - planning,5175.15
2019,32,Nevada,7 Structural,Structural,6700690.85
2019,32,Nevada,8 Land management,Land management,692808.36
2019,32,Nevada,9 Vegetative,Vegetative,11672.10
2020,32,Nevada,10 Forest management,Forest management,138967.58
2020,32,Nevada,7 Structural,Structural,3963082.66
2020,32,Nevada,8 Land management,Land management,695212.82
2020,32,Nevada,9 Vegetative,Vegetative,7848.08
2021,32,Nevada,10 Forest management,Forest management,91451.24
2021,32,Nevada,13 Other 2 - improvement,Other 2 - improvement,3506.61
2021,32,Nevada,6 Other 1 - planning,Other 1 - planning,3033.83
2021,32,Nevada,7 Structural,Structural,3965826.26
2021,32,Nevada,8 Land management,Land management,728362.95
2021,32,Nevada,9 Vegetative,Vegetative,5450.60
2022,32,Nevada,7 Structural,Structural,2800203.00
2022,32,Nevada,8 Land Management,Land Management,892494.00
2022,32,Nevada,9 Vegetative,Vegetative,18185.00
2017,33,New Hampshire,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,9053.16
2017,33,New Hampshire,10 Forest management,Forest management,375320.44
2017,33,New Hampshire,12 Soil remediation,Soil remediation,33544.48
2017,33,New Hampshire,13 Other 2 - improvement,Other 2 - improvement,26154.80
2017,33,New Hampshire,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,1119.52
2017,33,New Hampshire,4 Conservating planning assessment,Conservating planning assessment,14053.47
